bailable,energia,volumen,hablado,acustico,instrumental,directo,valencia,popularidad,clave,modo,tempo,genero
0.491,0.808,-6.275,0.0367,0.0269,0.0014,0.95,0.335,46,0,1,117.312,1
0.488,0.667,-7.051,0.0285,0.0134,0.095,0.918,0.331,41,4,0,96.986,1
0.483,0.848,-6.17,0.033,1.48e-05,0.0248,0.985,0.612,46,4,1,107.314,1
0.573,0.779,-6.683,0.0266,0.0206,0.0552,0.947,0.669,47,4,0,105.086,1
0.47,0.576,-8.687,0.0289,0.181,0.299,0.744,0.0878,54,7,1,104.523,1
0.459,0.793,-6.79,0.0407,0.00011,0.152,0.701,0.336,41,9,0,127.879,1
0.381,0.87,-5.804,0.042,0.0302,0.00973,0.818,0.634,50,0,1,102.931,1
0.631,0.871,-7.161,0.0344,0.0452,0.00952,0.966,0.855,41,4,1,94.261,1
0.518,0.712,-9.269,0.0297,0.143,0.0629,0.612,0.509,53,9,0,122.701,1
0.477,0.723,-5.93,0.0259,0.0111,0.00972,0.919,0.27,51,5,1,82.711,1
0.422,0.901,-6.655,0.0631,9.22e-05,6.78e-06,0.56,0.673,64,7,0,112.445,1
0.327,0.886,-5.6,0.0722,0.094,0.000195,0.35,0.16,26,2,1,134.991,1
0.722,0.677,-10.683,0.0413,0.368,1.26e-06,0.074,0.903,27,11,1,108.531,1
0.695,0.829,-4.108,0.105,0.00986,0.00447,0.361,0.648,42,2,1,169.982,1
0.4,0.968,-4.421,0.0769,1.2e-05,0.155,0.106,0.434,48,7,1,144.054,1
0.345,0.998,1.275,0.229,0.0756,1.76e-05,0.108,0.28,36,8,1,154.85,1
0.567,0.198,-18.681,0.0327,0.919,0.000871,0.135,0.321,59,4,1,92.467,1
0.553,0.685,-10.981,0.0275,0.0151,0.149,0.19,0.57,45,0,1,137.898,1
0.646,0.857,-5.2,0.0582,0.0649,0.0896,0.12,0.77,12,10,0,138.004,1
0.228,0.872,-5.479,0.0648,0.00672,0.0,0.242,0.278,52,9,0,91.724,1
0.516,0.549,-13.741,0.0373,0.501,0.00572,0.184,0.907,76,6,1,176.941,1
0.425,0.681,-8.604,0.0316,0.0229,0.000219,0.0543,0.933,63,1,0,131.011,1
0.589,0.82,-9.602,0.0369,0.204,0.0188,0.423,0.787,61,2,1,117.307,1
0.511,0.308,-15.021,0.0247,0.408,2.2e-05,0.15,0.377,47,7,1,83.546,1
0.298,0.799,-6.962,0.0464,0.000168,9.42e-05,0.496,0.561,60,2,0,143.072,1
0.273,0.821,-6.262,0.0433,0.00153,0.0157,0.18,0.739,58,9,1,179.882,1
0.523,0.93,-6.994,0.104,0.389,0.000134,0.815,0.313,49,0,1,117.265,1
0.668,0.779,-11.089,0.0325,0.0025,0.000347,0.139,0.963,64,9,1,140.873,1
0.411,0.633,-9.343,0.0299,0.00399,0.00189,0.151,0.754,48,9,1,78.727,1
0.556,0.592,-8.519,0.0287,0.315,0.00334,0.196,0.675,57,9,0,180.645,1
0.652,0.94,-7.927,0.0776,0.0398,0.782,0.0567,0.72,57,2,1,91.242,1
0.333,0.695,-5.116,0.0465,0.372,7.13e-06,0.107,0.317,62,5,1,203.753,1
0.589,0.768,-11.493,0.0417,0.104,0.0,0.0897,0.694,47,9,1,109.127,1
0.547,0.698,-7.686,0.0384,0.218,0.000132,0.211,0.574,56,7,1,87.467,1
0.392,0.838,-6.396,0.0373,0.0102,1.78e-06,0.406,0.764,45,4,1,129.036,1
0.517,0.447,-12.483,0.0418,0.000573,0.00118,0.144,0.894,52,7,1,134.755,1
0.609,0.807,-8.286,0.0559,0.015,0.00123,0.37,0.754,54,9,1,121.768,1
0.664,0.695,-11.543,0.0292,0.134,0.0444,0.108,0.656,50,0,1,113.762,1
0.622,0.865,-6.369,0.0531,0.0167,2.34e-05,0.0692,0.87,59,7,1,149.706,1
0.689,0.789,-8.565,0.0359,0.0684,0.000516,0.297,0.631,50,2,1,110.739,1
0.702,0.578,-13.415,0.031,0.382,5.89e-06,0.0425,0.975,67,2,1,111.617,1
0.42,0.89,-6.923,0.116,0.00469,0.0787,0.0869,0.382,42,7,1,132.969,1
0.429,0.564,-6.784,0.0268,0.0193,0.000828,0.128,0.276,74,11,1,104.212,1
0.475,0.576,-13.059,0.0312,0.0218,0.0221,0.391,0.524,52,9,1,96.378,1
0.462,0.628,-5.659,0.0274,0.0534,0.00025,0.12,0.0981,61,7,1,140.049,1
0.439,0.864,-5.866,0.0437,0.283,2.01e-05,0.198,0.481,64,0,1,169.228,1
0.577,0.843,-5.833,0.0332,0.25,5.93e-05,0.0509,0.527,51,5,1,124.94,1
0.586,0.855,-5.947,0.0327,0.304,0.0,0.129,0.448,68,11,0,124.917,1
0.53,0.683,-7.13,0.0313,0.234,0.311,0.274,0.694,63,2,1,174.441,1
0.521,0.927,-5.782,0.0505,0.00296,0.0683,0.357,0.697,57,6,0,167.378,1
0.576,0.708,-10.319,0.0401,0.0729,0.000581,0.0756,0.718,50,7,1,140.703,1
0.425,0.479,-12.22,0.0419,0.44,0.000109,0.378,0.279,69,2,1,123.217,1
0.368,0.592,-11.042,0.0331,0.574,0.00144,0.0674,0.398,59,7,1,127.593,1
0.375,0.618,-11.751,0.0455,0.193,0.00109,0.317,0.152,46,0,1,192.409,1
0.655,0.495,-13.391,0.0311,0.393,0.00819,0.12,0.196,53,9,1,119.669,1
0.721,0.85,-8.214,0.0331,0.19,0.00386,0.078,0.873,59,9,1,142.082,1
0.643,0.816,-8.535,0.0476,0.0357,7.28e-05,0.218,0.616,48,7,1,115.061,1
0.613,0.898,-7.593,0.0368,0.429,1.29e-06,0.272,0.763,67,2,1,134.033,1
0.71,0.741,-10.726,0.0746,0.141,0.0,0.0825,0.922,51,2,1,139.948,1
0.687,0.345,-14.115,0.0507,0.223,0.000113,0.0763,0.284,48,9,1,81.735,1
0.487,0.553,-11.197,0.0425,0.209,2.81e-05,0.0992,0.699,71,6,0,126.043,1
0.616,0.766,-11.095,0.0321,0.0268,1.05e-06,0.329,0.883,61,5,1,105.764,1
0.666,0.187,-18.557,0.0368,0.67,0.0645,0.0873,0.179,56,1,0,123.876,1
0.545,0.916,-9.175,0.0442,0.00308,0.000138,0.0494,0.653,49,0,1,130.16,1
0.614,0.319,-14.196,0.0282,0.0937,0.0,0.116,0.259,50,11,0,98.803,1
0.427,0.665,-8.515,0.0405,0.0145,0.00242,0.699,0.442,16,2,1,142.702,1
0.414,0.404,-9.928,0.0499,0.271,0.0,0.3,0.224,29,0,0,71.105,1
0.533,0.376,-11.913,0.0393,0.0302,0.248,0.0926,0.187,79,9,0,165.007,1
0.491,0.801,-9.835,0.0361,0.27,0.0,0.0665,0.971,71,4,1,160.109,1
0.612,0.634,-8.212,0.0319,0.337,4.6e-05,0.147,0.904,72,9,1,121.059,1
0.49,0.715,-5.549,0.0476,0.386,0.0,0.311,0.866,74,7,1,130.726,1
0.384,0.846,-5.591,0.0365,0.151,7.73e-05,0.0913,0.272,19,7,1,90.172,1
0.572,0.835,-6.219,0.0317,0.171,0.000376,0.0702,0.796,78,0,1,129.994,1
0.693,0.497,-7.316,0.119,0.679,0.0,0.258,0.473,70,2,1,81.308,1
0.505,0.836,-7.384,0.101,0.0103,0.0771,0.295,0.764,66,5,0,159.669,1
0.676,0.92,-7.96,0.0435,0.00101,8.65e-06,0.248,0.624,22,9,1,126.341,1
0.562,0.779,-6.705,0.0592,0.363,0.0292,0.066,0.967,66,7,1,119.602,1
0.546,0.529,-13.6,0.0436,0.0629,0.000567,0.0383,0.574,21,9,1,151.727,1
0.399,0.518,-10.637,0.0318,0.229,0.00122,0.262,0.285,16,7,1,127.084,1
0.757,0.868,-9.326,0.062,0.411,0.00221,0.355,0.815,63,9,1,138.923,1
0.162,0.867,-7.18,0.092,0.256,3.37e-05,0.682,0.499,61,0,1,174.851,1
0.483,0.615,-8.538,0.0497,0.452,0.000414,0.0512,0.594,63,2,1,80.576,1
0.564,0.932,-10.068,0.0554,0.013,0.169,0.349,0.619,77,11,1,112.937,1
0.668,0.906,-4.881,0.17,0.214,0.00229,0.135,0.507,73,11,0,135.653,1
0.476,0.717,-9.192,0.0949,0.0382,7.61e-05,0.0818,0.753,70,9,1,93.584,1
0.336,0.792,-10.875,0.0848,0.00349,0.00178,0.0437,0.425,66,9,1,155.588,1
0.413,0.725,-5.787,0.0324,0.369,2.16e-05,0.0905,0.44,72,3,0,124.618,1
0.529,0.854,-4.992,0.0362,0.0579,0.0,0.224,0.961,13,4,1,129.381,1
0.43,0.682,-10.267,0.0314,0.0534,0.00329,0.142,0.693,15,2,1,122.304,1
0.535,0.716,-5.025,0.0431,0.326,0.0,0.659,0.901,72,4,1,94.379,1
0.573,0.683,-6.644,0.176,0.461,0.0,0.0935,0.817,70,5,1,169.519,1
0.394,0.944,-6.506,0.0761,0.00178,4.54e-06,0.298,0.265,75,10,0,105.338,1
0.406,0.683,-6.593,0.0327,0.00199,1.29e-05,0.383,0.821,55,0,1,126.737,1
0.752,0.684,-7.599,0.15,0.0994,0.0,0.0897,0.539,66,0,1,141.075,1
0.626,0.889,-9.456,0.053,0.0178,0.0,0.191,0.499,45,6,0,126.074,1
0.542,0.915,-9.637,0.0549,0.319,5.34e-05,0.171,0.92,66,9,1,159.81,1
0.61,0.838,-8.616,0.0301,0.102,6.14e-05,0.111,0.693,45,2,1,129.583,1
0.704,0.528,-13.382,0.0358,0.22,0.35,0.14,0.73,60,5,1,117.472,1
0.388,0.338,-10.054,0.0328,0.652,3.72e-06,0.248,0.477,79,10,1,177.784,1
0.527,0.942,-5.64,0.0366,0.0115,0.0,0.188,0.495,76,1,0,148.723,1
0.197,0.798,-7.334,0.0656,0.000545,0.414,0.187,0.525,62,2,1,175.068,1
0.338,0.887,-8.873,0.0438,0.00962,0.011,0.556,0.399,51,2,1,206.255,1
0.429,0.668,-7.539,0.044,0.208,0.0,0.538,0.398,62,4,0,77.737,1
0.488,0.777,-12.658,0.0894,0.153,0.0312,0.825,0.481,51,9,1,81.437,1
0.761,0.722,-8.712,0.0428,0.0922,0.000366,0.132,0.966,64,2,1,122.764,1
0.497,0.552,-7.102,0.0307,0.679,0.0314,0.089,0.633,61,9,0,124.359,1
0.59,0.785,-4.728,0.0341,0.0172,0.000215,0.114,0.674,43,10,1,141.18,1
0.544,0.897,-6.056,0.0471,0.241,0.0,0.13,0.647,71,3,0,157.17,1
0.34,0.976,-4.782,0.0912,0.00649,0.00643,0.123,0.669,61,9,1,144.737,1
0.502,0.681,-8.263,0.0276,0.016,0.107,0.102,0.584,43,7,1,112.16,1
0.507,0.851,-5.995,0.0386,0.0612,0.157,0.371,0.587,46,4,1,98.061,1
0.443,0.727,-7.951,0.145,0.263,0.000141,0.169,0.566,67,4,1,160.82,1
0.715,0.625,-11.369,0.0601,0.396,1.95e-05,0.134,0.826,72,1,0,125.275,1
0.307,0.429,-11.054,0.0333,0.211,0.0,0.391,0.582,43,5,1,199.787,1
0.75,0.651,-5.247,0.0461,0.128,2.58e-06,0.183,0.694,42,2,1,115.015,1
0.592,0.705,-10.276,0.0287,0.0291,1.97e-05,0.0456,0.902,61,1,0,135.754,1
0.479,0.601,-8.806,0.0318,0.0832,0.00142,0.11,0.669,71,7,1,124.966,1
0.714,0.937,-2.947,0.0399,0.206,0.0,0.0731,0.964,72,6,1,124.13,1
0.449,0.811,-8.17,0.0458,0.117,2.28e-05,0.0393,0.736,42,2,1,124.594,1
0.549,0.707,-5.554,0.0304,0.00677,6.63e-05,0.0853,0.821,59,9,1,127.238,1
0.593,0.786,-3.596,0.0446,0.00216,0.000667,0.311,0.955,68,4,1,103.761,1
0.564,0.645,-12.923,0.0484,0.0552,2.84e-06,0.151,0.836,67,0,1,99.302,1
0.581,0.854,-8.485,0.0428,0.00197,0.0013,0.111,0.788,69,1,0,131.18,1
0.543,0.307,-18.253,0.0414,0.334,0.0,0.044,0.649,62,2,1,168.169,1
0.357,0.653,-5.554,0.0654,0.0828,0.0,0.0844,0.522,67,9,1,176.647,1
0.583,0.526,-5.781,0.0291,0.0634,0.000123,0.218,0.313,63,4,1,160.067,1
0.785,0.737,-5.306,0.0363,0.0421,9.93e-05,0.108,0.971,69,9,1,125.447,1
0.786,0.87,-3.875,0.0316,0.413,0.000494,0.0389,0.864,18,1,0,100.66,1
0.806,0.462,-12.778,0.0298,0.78,0.0134,0.15,0.736,70,2,1,92.726,1
0.292,0.823,-6.763,0.0407,0.0117,7.79e-05,0.155,0.244,65,7,1,89.939,1
0.61,0.864,-3.77,0.0514,0.0207,0.0,0.0569,0.875,15,9,1,130.577,1
0.347,0.803,-4.923,0.0416,0.209,4.36e-06,0.116,0.672,61,9,1,85.362,1
0.404,0.903,-3.88,0.0668,0.577,0.297,0.287,0.498,74,1,1,115.672,1
0.67,0.591,-6.012,0.0646,0.62,0.0,0.373,0.8,64,7,1,91.439,1
0.579,0.705,-4.911,0.0339,0.0273,0.0,0.0704,0.761,63,6,0,116.172,1
0.671,0.405,-10.052,0.0392,0.385,0.0,0.132,0.828,64,0,1,99.678,1
0.436,0.657,-8.868,0.0541,0.00975,0.00748,0.0931,0.21,11,5,1,118.693,1
0.545,0.467,-10.862,0.0305,0.491,0.175,0.0805,0.444,63,8,1,113.713,1
0.485,0.935,-7.005,0.0696,0.0113,3.89e-05,0.331,0.68,60,2,1,155.608,1
0.371,0.758,-5.679,0.036,0.0958,0.0,0.116,0.452,65,7,1,77.81,1
0.27,0.944,-4.199,0.0975,0.00501,2.05e-05,0.116,0.606,73,4,1,146.347,1
0.55,0.726,-8.51,0.0516,0.146,0.00608,0.428,0.37,67,2,1,92.697,1
0.491,0.883,-4.986,0.0306,0.000736,3.19e-05,0.369,0.518,65,4,0,131.75,1
0.741,0.58,-9.05,0.0304,0.117,3.31e-05,0.212,0.944,68,4,1,127.402,1
0.631,0.932,-4.142,0.0354,0.0436,0.137,0.0918,0.971,76,5,1,122.429,1
0.326,0.872,-7.602,0.122,0.214,0.0,0.461,0.492,50,2,1,173.381,1
0.576,0.974,-2.785,0.0828,0.0202,0.0,0.348,0.531,65,1,1,129.088,1
0.638,0.686,-9.876,0.0366,0.314,0.23,0.0678,0.766,56,0,1,126.045,1
0.702,0.841,-9.837,0.045,0.256,0.235,0.0584,0.271,61,2,1,134.919,1
0.438,0.805,-6.237,0.0624,0.00255,5.69e-05,0.0842,0.564,76,8,1,113.253,1
0.529,0.906,-6.116,0.0517,0.105,3.78e-05,0.0757,0.965,55,7,1,131.847,1
0.713,0.699,-5.935,0.0297,0.0728,5.4e-06,0.252,0.945,44,4,1,127.434,1
0.556,0.674,-5.563,0.0296,0.116,2.19e-06,0.226,0.399,66,0,1,146.433,1
0.521,0.626,-8.152,0.0243,0.194,0.0,0.227,0.479,61,6,1,90.337,1
0.484,0.84,-5.509,0.0315,0.104,0.0,0.114,0.783,57,1,1,139.952,1
0.539,0.693,-3.967,0.0265,0.517,4.59e-06,0.112,0.472,58,7,1,84.954,1
0.604,0.756,-4.85,0.0352,0.0176,0.0,0.106,0.308,58,2,1,120.436,1
0.493,0.515,-6.551,0.0232,0.468,1.27e-05,0.0873,0.334,62,9,1,79.987,1
0.558,0.553,-6.669,0.0323,0.492,0.0,0.116,0.251,66,4,1,134.263,1
0.699,0.655,-5.179,0.0412,0.419,0.0,0.449,0.919,56,7,1,128.644,1
0.549,0.718,-8.367,0.0949,0.397,0.0,0.163,0.683,54,4,0,125.898,1
0.404,0.556,-8.329,0.0326,0.359,4.93e-06,0.0964,0.34,65,4,1,159.256,1
0.29,0.933,-4.246,0.179,0.148,1.9e-06,0.146,0.383,54,9,1,169.507,1
0.664,0.537,-6.0,0.029,0.217,2.88e-06,0.118,0.221,61,2,1,115.049,1
0.536,0.613,-5.641,0.0306,0.304,0.00602,0.0995,0.298,52,2,1,101.587,1
0.497,0.373,-10.405,0.0369,0.798,0.00193,0.15,0.295,58,7,1,111.969,1
0.322,0.482,-9.407,0.0295,0.604,0.0,0.111,0.399,52,6,1,150.017,1
0.5,0.343,-7.367,0.0261,0.702,0.00114,0.113,0.155,51,7,1,136.28,1
0.731,0.189,-10.918,0.0329,0.768,0.0,0.0884,0.379,53,7,1,78.1,1
0.446,0.739,-5.803,0.0367,0.449,0.0,0.52,0.27,58,2,1,85.344,1
0.489,0.57,-9.197,0.0364,0.132,1.39e-06,0.274,0.643,61,2,1,134.486,1
0.479,0.493,-11.694,0.0293,0.0263,3.76e-06,0.0718,0.438,56,7,1,144.546,1
0.781,0.943,-5.738,0.101,0.246,8.02e-06,0.253,0.651,54,7,0,135.005,1
0.505,0.836,-6.197,0.0389,0.00963,0.0,0.161,0.684,51,2,1,146.108,1
0.537,0.561,-6.961,0.0297,0.423,1.64e-06,0.134,0.242,63,4,0,78.13,1
0.378,0.749,-4.465,0.0458,0.174,0.0,0.123,0.521,52,0,1,160.61,1
0.57,0.801,-7.267,0.0941,0.189,0.00898,0.069,0.973,51,9,1,147.37,1
0.358,0.4,-8.172,0.0269,0.219,0.0,0.0738,0.311,57,2,1,88.239,1
0.685,0.555,-6.988,0.0259,0.0621,0.0,0.157,0.332,50,9,1,105.042,1
0.608,0.94,-4.625,0.232,0.626,0.0,0.816,0.601,46,4,0,102.686,1
0.469,0.919,-3.55,0.0434,0.0753,2.66e-06,0.096,0.463,47,8,1,85.064,1
0.58,0.159,-22.087,0.0569,0.792,1.26e-06,0.108,0.424,62,7,1,151.419,1
0.312,0.815,-5.316,0.0436,0.0605,0.0,0.118,0.372,47,11,1,153.064,1
0.353,0.338,-15.052,0.0393,0.764,0.00353,0.138,0.384,46,4,1,169.05,1
0.523,0.906,-4.761,0.12,0.0843,0.000892,0.229,0.885,42,7,1,161.221,1
0.682,0.401,-10.068,0.0236,0.279,0.0117,0.0887,0.566,41,2,1,97.091,1
0.293,0.917,-5.436,0.142,0.00138,0.0,0.249,0.448,49,1,1,134.894,1
0.451,0.959,-3.753,0.0533,0.00293,4.64e-05,0.159,0.598,42,10,0,156.069,1
0.414,0.525,-7.549,0.0292,0.506,0.000332,0.132,0.177,49,6,1,148.283,1
0.186,0.749,-5.811,0.0764,0.000364,0.0,0.17,0.303,46,8,0,81.727,1
0.487,0.67,-15.222,0.0435,0.00148,0.000797,0.0418,0.74,42,7,1,141.173,1
0.662,0.927,-4.638,0.0475,0.104,0.000772,0.0993,0.767,43,0,1,101.374,1
0.454,0.974,-4.677,0.0762,0.000251,2.34e-06,0.154,0.561,41,8,0,129.944,1
0.532,0.929,-4.644,0.0388,0.0302,0.0,0.118,0.465,40,1,1,135.596,1
0.42,0.824,-6.579,0.046,0.000588,0.00424,0.094,0.765,38,1,1,137.969,1
0.49,0.901,-3.466,0.0419,0.0326,2.96e-06,0.136,0.397,41,10,1,132.953,1
0.229,0.671,-5.567,0.0437,0.0787,0.0,0.1,0.412,56,8,1,69.922,1
0.589,0.404,-12.082,0.0379,0.857,0.416,0.12,0.663,45,0,0,152.457,1
0.546,0.438,-10.29,0.032,0.438,0.0443,0.192,0.274,56,2,1,120.022,1
0.65,0.78,-6.713,0.0351,0.002,1.18e-06,0.294,0.809,60,2,1,117.023,1
0.57,0.837,-4.939,0.031,0.00101,2.85e-05,0.0873,0.662,41,2,1,134.975,1
0.74,0.714,-6.407,0.0559,0.415,0.0,0.117,0.816,50,7,1,140.042,1
0.44,0.848,-5.6,0.0313,0.00515,0.465,0.0725,0.269,33,9,1,90.027,1
0.521,0.808,-4.504,0.0339,0.000116,0.0,0.201,0.441,47,11,0,119.935,1
0.652,0.667,-5.513,0.0274,0.00996,3.04e-06,0.119,0.806,37,9,1,126.928,1
0.621,0.68,-8.14,0.0313,0.0052,7.23e-06,0.177,0.967,37,2,1,146.99,1
0.377,0.913,-5.954,0.0565,0.000261,0.000434,0.0751,0.349,40,4,0,78.049,1
0.411,0.565,-7.166,0.0272,0.0146,0.00353,0.313,0.301,30,10,1,76.984,1
0.695,0.612,-12.402,0.0434,0.0185,0.00388,0.125,0.58,43,0,0,109.01,1
0.675,0.876,-3.307,0.0258,0.0368,0.0,0.144,0.812,40,0,1,93.311,1
0.149,0.637,-7.033,0.0422,0.405,0.962,0.202,0.365,47,2,1,200.085,1
0.679,0.583,-7.524,0.0274,0.0936,0.611,0.127,0.478,41,11,0,119.993,1
0.548,0.823,-7.313,0.037,0.105,0.914,0.651,0.574,49,0,1,114.02,1
0.479,0.84,-5.629,0.031,0.00687,0.000647,0.214,0.725,35,7,1,149.968,1
0.359,0.489,-10.294,0.0329,0.659,0.000167,0.0999,0.195,31,5,1,146.655,1
0.637,0.87,-3.796,0.13,0.00379,2.73e-05,0.0771,0.735,45,2,1,82.044,1
0.569,0.887,-8.972,0.0397,0.0896,0.431,0.345,0.738,44,0,1,120.949,1
0.484,0.787,-7.431,0.0415,0.00144,0.0013,0.217,0.638,31,0,1,106.645,1
0.542,0.869,-4.814,0.0401,0.11,0.0,0.103,0.295,39,2,1,129.863,1
0.349,0.714,-7.243,0.035,0.348,0.311,0.124,0.684,45,0,1,94.435,1
0.503,0.926,-4.979,0.0404,0.00165,0.0145,0.34,0.504,33,2,1,152.02,1
0.309,0.987,-3.452,0.102,0.00389,3.05e-05,0.489,0.136,46,11,0,158.057,1
0.515,0.815,-5.051,0.0428,0.0439,2.95e-05,0.0814,0.48,45,2,1,146.995,1
0.347,0.974,-5.258,0.0437,3.34e-05,0.0551,0.344,0.574,35,4,0,152.017,1
0.391,0.988,-3.715,0.0905,9.45e-05,0.00112,0.251,0.562,36,7,1,179.979,1
0.5,0.92,-4.198,0.0444,0.000264,0.0,0.383,0.651,29,8,1,139.987,1
0.383,0.577,-12.461,0.03,0.0157,0.0,0.0812,0.23,43,4,1,79.96,1
0.565,0.392,-10.083,0.0268,0.551,0.000106,0.247,0.493,55,2,1,98.485,1
0.683,0.515,-10.932,0.0592,0.137,6.66e-06,0.0816,0.767,60,1,1,88.827,1
0.54,0.465,-11.259,0.0302,0.652,0.00544,0.132,0.341,62,7,1,94.731,1
0.592,0.397,-10.81,0.0676,0.354,0.000894,0.119,0.205,65,2,0,150.038,1
0.565,0.615,-10.793,0.0384,0.0487,1.93e-06,0.16,0.591,58,4,1,143.928,1
0.675,0.448,-11.52,0.0235,0.32,0.0,0.0825,0.568,52,2,0,98.499,1
0.629,0.356,-11.135,0.0246,0.66,0.000617,0.173,0.472,64,4,1,83.886,1
0.559,0.393,-11.095,0.0237,0.717,0.0,0.0532,0.669,58,0,1,90.105,1
0.498,0.723,-8.053,0.05,0.238,0.0,0.353,0.882,63,10,1,153.227,1
0.758,0.378,-15.308,0.0449,0.284,0.0,0.049,0.985,68,8,0,120.736,1
0.764,0.567,-13.361,0.0412,0.252,0.0,0.104,0.79,64,0,1,108.805,1
0.553,0.506,-13.271,0.046,0.144,3.78e-06,0.438,0.51,64,4,0,143.278,1
0.655,0.606,-10.385,0.0285,0.0603,0.0789,0.0757,0.765,68,7,1,110.061,1
0.679,0.553,-14.687,0.0316,0.0611,7.16e-06,0.139,0.946,68,3,1,109.071,1
0.292,0.324,-11.996,0.0346,0.797,0.000473,0.12,0.384,71,3,1,176.631,1
0.722,0.412,-14.3,0.0267,0.312,2.5e-05,0.0448,0.91,42,4,0,105.927,1
0.815,0.741,-9.478,0.031,0.434,0.111,0.0689,0.965,61,0,1,121.221,1
0.62,0.556,-12.044,0.0336,0.184,0.0,0.301,0.592,61,5,1,119.172,1
0.546,0.361,-18.397,0.0321,0.701,0.773,0.0875,0.709,51,7,1,154.814,1
0.656,0.462,-14.072,0.0373,0.518,0.000137,0.091,0.642,60,11,0,116.049,1
0.613,0.289,-16.529,0.0305,0.743,1.57e-06,0.0617,0.553,58,8,1,144.188,1
0.679,0.601,-11.758,0.0313,0.0894,0.0,0.0617,0.668,45,7,1,114.388,1
0.717,0.406,-13.954,0.0305,0.587,0.103,0.0869,0.703,56,0,0,123.213,1
0.667,0.513,-7.96,0.026,0.305,0.0,0.0851,0.518,58,4,1,95.306,1
0.741,0.267,-17.204,0.0285,0.253,0.000447,0.0987,0.497,57,0,1,102.428,1
0.624,0.388,-8.465,0.0242,0.336,0.0,0.0918,0.445,50,4,1,85.925,1
0.583,0.833,-8.29,0.0343,0.0531,5.57e-05,0.16,0.81,51,0,1,119.884,1
0.55,0.514,-12.617,0.0523,0.336,0.125,0.382,0.724,55,11,1,136.542,1
0.558,0.36,-11.771,0.0232,0.23,0.00248,0.18,0.509,44,5,1,87.838,1
0.578,0.848,-6.842,0.0261,0.0563,0.00426,0.0963,0.779,54,5,1,87.246,1
0.621,0.439,-14.18,0.0289,0.544,0.0,0.0798,0.666,43,2,1,106.613,1
0.723,0.49,-14.745,0.0296,0.111,0.0946,0.0923,0.795,68,9,0,129.012,1
0.696,0.532,-9.705,0.0237,0.148,0.00246,0.0842,0.624,48,5,1,103.359,1
0.625,0.536,-8.962,0.0354,0.572,8.03e-05,0.119,0.729,49,8,1,129.178,1
0.721,0.57,-11.466,0.0416,0.14,0.000201,0.0628,0.713,52,2,1,122.445,1
0.669,0.52,-10.136,0.0345,0.245,0.00535,0.126,0.634,59,8,1,104.812,1
0.68,0.462,-9.289,0.0336,0.583,3.3e-05,0.096,0.415,49,10,1,106.2,1
0.694,0.649,-7.176,0.0281,0.357,0.00258,0.0868,0.603,46,3,1,111.98,1
0.645,0.604,-9.904,0.118,0.0713,0.0,0.129,0.545,56,5,0,156.436,1
0.449,0.547,-12.259,0.0351,0.457,0.0,0.0737,0.74,45,9,1,152.211,1
0.581,0.548,-13.448,0.0325,0.184,0.00165,0.163,0.672,51,9,1,139.149,1
0.638,0.5,-10.116,0.034,0.641,7.44e-05,0.0613,0.406,45,5,1,126.4,1
0.608,0.391,-17.042,0.0284,0.554,1.72e-05,0.0891,0.751,45,10,1,143.665,1
0.589,0.348,-11.032,0.038,0.685,3.2e-06,0.0849,0.28,61,2,1,119.374,1
0.503,0.659,-6.829,0.0356,0.443,0.0,0.153,0.33,46,0,1,101.668,1
0.662,0.788,-5.544,0.0635,0.0812,0.141,0.0351,0.929,60,11,0,116.499,1
0.431,0.651,-10.161,0.0374,0.093,0.0346,0.168,0.544,52,0,1,122.227,1
0.626,0.565,-10.027,0.0271,0.124,0.0,0.0811,0.924,62,9,1,116.61,1
0.651,0.648,-7.44,0.0346,0.167,1.7e-05,0.192,0.868,57,9,1,97.017,1
0.619,0.686,-9.014,0.0615,0.644,0.0,0.0996,0.757,63,1,0,76.923,1
0.724,0.598,-6.522,0.0325,0.116,0.00725,0.0556,0.786,52,7,1,114.987,1
0.705,0.499,-7.969,0.0265,0.409,6.59e-05,0.103,0.391,44,1,1,98.686,1
0.597,0.342,-8.167,0.0299,0.389,3.04e-05,0.114,0.11,53,8,1,109.609,1
0.472,0.373,-12.98,0.0262,0.872,0.206,0.147,0.459,66,3,1,135.193,1
0.836,0.509,-13.668,0.0548,0.467,4.1e-06,0.0436,0.949,71,0,1,138.713,1
0.598,0.374,-14.085,0.0259,0.383,0.548,0.128,0.413,42,9,0,109.499,1
0.592,0.652,-10.351,0.0298,0.557,0.00119,0.0879,0.612,36,9,1,105.244,1
0.445,0.471,-16.218,0.0328,0.107,0.0,0.268,0.562,51,4,1,71.041,1
0.497,0.349,-14.0,0.0297,0.0929,0.028,0.259,0.421,69,7,1,113.762,1
0.583,0.316,-19.292,0.0315,0.425,5.67e-05,0.11,0.436,60,7,1,114.36,1
0.862,0.499,-10.285,0.0359,0.176,7.64e-06,0.0618,0.78,41,10,1,105.203,1
0.438,0.56,-8.756,0.0379,0.576,6.7e-05,0.139,0.567,40,4,1,74.564,1
0.823,0.417,-12.643,0.032,0.562,0.00098,0.0765,0.522,67,2,1,111.928,1
0.558,0.464,-8.488,0.0354,0.583,0.000133,0.159,0.559,53,8,0,171.762,1
