bailable,energia,volumen,hablado,acustico,instrumental,directo,valencia,popularidad,clave,modo,tempo,genero
0.627,0.455,-16.185,0.0806,0.0475,0.0543,0.0432,0.858,42,0,0,181.498,1
0.62,0.688,-12.892,0.0435,0.00181,0.00482,0.0464,0.793,46,7,1,112.122,1
0.496,0.911,-7.733,0.0471,0.0362,1.75e-05,0.0526,0.778,24,4,1,179.025,1
0.716,0.552,-14.746,0.0353,0.0113,1.42e-05,0.343,0.483,24,2,1,110.791,1
0.759,0.578,-12.56,0.0468,0.00796,8.18e-05,0.0605,0.944,68,6,0,105.598,1
0.531,0.696,-12.497,0.0386,0.312,0.0228,0.293,0.628,26,7,1,141.373,1
0.617,0.773,-10.03,0.0323,0.0333,1.46e-06,0.0994,0.794,34,7,1,121.675,1
0.79,0.443,-10.078,0.026,0.169,1.68e-06,0.272,0.646,43,2,0,98.043,1
0.729,0.798,-12.868,0.0552,0.533,0.00032,0.725,0.565,39,7,1,102.108,1
0.582,0.689,-12.203,0.0277,0.607,0.0571,0.145,0.531,66,7,1,111.166,1
0.506,0.764,-12.239,0.046,0.144,0.00025,0.247,0.868,58,0,1,156.336,1
0.578,0.286,-7.371,0.0421,0.864,2.68e-05,0.168,0.16,43,6,1,80.975,1
0.697,0.665,-12.907,0.0412,0.0476,0.00665,0.0796,0.485,20,6,0,108.535,1
0.656,0.347,-13.398,0.028,0.488,0.00221,0.0645,0.368,57,9,1,118.288,1
0.63,0.909,-7.142,0.0388,0.0431,8.17e-05,0.23,0.811,56,1,1,115.189,1
0.669,0.435,-9.646,0.0244,0.534,9.51e-06,0.0879,0.302,47,8,1,103.548,1
0.545,0.682,-5.931,0.0289,0.213,0.0,0.147,0.713,63,6,1,102.702,1
0.441,0.413,-10.065,0.0348,0.775,0.0,0.871,0.412,47,4,1,63.751,1
0.346,0.379,-15.662,0.0304,0.0914,0.0566,0.0486,0.478,59,7,1,154.01,1
0.84,0.625,-9.301,0.0627,0.0347,1.85e-05,0.109,0.669,34,7,1,139.344,1
0.617,0.187,-18.646,0.0444,0.352,0.394,0.119,0.326,55,4,0,133.216,1
0.432,0.595,-8.99,0.0317,0.102,8.58e-05,0.248,0.416,31,11,1,77.033,1
0.295,0.536,-9.985,0.0404,0.0838,0.000336,0.0761,0.204,48,2,1,82.658,1
0.382,0.605,-9.351,0.0292,0.196,0.0,0.0994,0.147,38,4,1,141.065,1
0.477,0.227,-12.143,0.0447,0.104,0.0621,0.0816,0.151,30,2,1,128.711,1
0.477,0.479,-11.887,0.0483,0.0649,0.029,0.0906,0.662,65,7,0,122.531,1
0.267,0.722,-7.344,0.102,0.00596,0.893,0.35,0.347,49,2,1,184.093,1
0.384,0.817,-9.079,0.0662,0.267,0.00191,0.0756,0.686,47,1,1,128.429,1
0.373,0.661,-11.313,0.0474,0.00158,0.717,0.321,0.43,41,5,1,130.449,1
0.585,0.567,-8.35,0.0263,0.247,0.0023,0.102,0.564,59,2,1,106.127,1
0.68,0.53,-13.105,0.0889,0.417,0.011,0.0559,0.352,60,11,0,124.551,1
0.519,0.604,-11.011,0.0581,0.218,5.66e-05,0.222,0.768,35,4,0,153.644,1
0.49,0.585,-10.623,0.0408,0.131,0.00423,0.0845,0.352,29,2,1,125.315,1
0.49,0.7,-7.329,0.0317,0.0244,0.0435,0.0803,0.527,34,0,0,147.954,1
0.267,0.387,-10.316,0.0372,0.0439,0.00697,0.742,0.0782,40,4,0,135.26,1
0.238,0.335,-12.409,0.0339,0.0817,0.00955,0.0928,0.0948,37,4,0,129.989,1
0.403,0.603,-10.523,0.0392,0.239,0.0389,0.127,0.657,39,8,1,150.017,1
0.168,0.749,-5.675,0.0504,0.0748,0.00507,0.103,0.131,32,11,0,167.986,1
0.456,0.776,-6.999,0.0348,0.0423,0.00975,0.148,0.223,54,9,0,174.261,1
0.393,0.462,-11.011,0.0306,0.0893,0.00281,0.153,0.26,17,7,0,150.04,1
0.382,0.353,-16.064,0.0404,0.325,0.0675,0.719,0.287,34,11,1,84.429,1
0.437,0.554,-7.622,0.0305,0.155,0.00101,0.0612,0.145,30,11,0,144.974,1
0.59,0.59,-7.047,0.027,0.152,0.832,0.142,0.0895,36,9,0,114.995,1
0.397,0.412,-9.588,0.0289,0.218,0.0,0.103,0.205,21,3,1,161.985,1
0.276,0.647,-7.64,0.0282,0.025,0.0362,0.0999,0.0648,31,10,0,96.091,1
0.67,0.617,-8.79,0.0273,0.0366,0.256,0.0824,0.738,32,2,0,118.073,1
0.562,0.288,-13.25,0.0336,0.732,0.000108,0.441,0.114,21,9,1,130.081,1
0.29,0.498,-12.597,0.0313,0.00128,0.641,0.1,0.474,10,4,0,89.504,1
0.409,0.739,-5.515,0.0287,0.000459,0.000992,0.177,0.111,41,11,0,81.923,1
0.403,0.453,-8.056,0.0288,0.248,0.0,0.166,0.28,32,2,0,74.939,1
0.427,0.721,-9.547,0.027,0.000731,0.214,0.125,0.567,10,9,1,82.502,1
0.432,0.849,-7.486,0.0351,0.00483,0.0811,0.139,0.324,39,9,0,146.038,1
0.511,0.563,-7.224,0.0263,0.327,0.877,0.12,0.192,18,4,0,128.036,1
0.431,0.466,-10.035,0.0343,0.0767,0.0356,0.34,0.243,13,2,0,148.177,1
0.289,0.141,-16.302,0.0322,0.497,0.000362,0.0945,0.109,30,8,0,145.003,1
0.192,0.585,-7.36,0.037,0.15,0.0,0.127,0.0746,17,11,0,152.12,1
0.365,0.151,-15.645,0.0355,0.896,0.000157,0.0907,0.0948,28,7,1,123.586,1
0.498,0.845,-5.123,0.0373,0.00138,0.00255,0.09,0.137,51,2,1,95.175,1
0.353,0.33,-15.964,0.0407,0.586,0.959,0.15,0.29,38,2,0,130.989,1
0.405,0.736,-8.695,0.0396,0.0262,0.0108,0.177,0.5,33,8,1,131.133,1
0.566,0.521,-11.824,0.0321,0.514,0.000288,0.116,0.468,48,7,1,129.167,1
0.33,0.469,-9.286,0.0335,0.31,2.3e-06,0.0402,0.433,69,10,0,201.327,1
0.191,0.615,-6.274,0.0369,0.164,0.000172,0.0627,0.301,44,9,0,165.464,1
0.412,0.376,-11.789,0.029,0.609,0.00223,0.11,0.153,51,4,1,69.064,1
0.549,0.722,-11.729,0.0283,0.25,0.0138,0.11,0.716,74,11,0,103.885,1
0.525,0.929,-8.56,0.0784,0.262,2.9e-05,0.0754,0.556,65,9,0,163.503,1
0.219,0.928,-9.997,0.0697,0.001,2.43e-06,0.341,0.446,52,11,0,197.462,1
0.488,0.754,-7.95,0.0381,0.00154,2.42e-05,0.678,0.664,63,5,0,88.369,1
0.831,0.514,-6.695,0.0368,0.203,0.000156,0.115,0.397,70,7,1,114.94,1
0.355,0.724,-3.79,0.0408,0.00126,0.0,0.061,0.426,40,9,1,176.002,1
0.535,0.651,-6.326,0.0544,0.391,0.0,0.133,0.612,21,10,1,117.218,1
0.491,0.867,-2.313,0.103,0.167,0.0,0.458,0.602,34,6,0,167.965,1
0.591,0.804,-7.299,0.0454,0.327,5.98e-06,0.0818,0.658,61,0,1,111.457,1
0.71,0.763,-6.693,0.0279,0.402,9.63e-05,0.0581,0.508,16,0,1,115.579,1
0.499,0.502,-9.307,0.0254,0.0128,0.687,0.068,0.0397,65,5,1,97.544,1
0.688,0.706,-7.31,0.0324,0.0661,0.125,0.118,0.689,62,6,1,112.019,1
0.482,0.574,-7.963,0.028,0.00382,0.08,0.123,0.184,58,11,1,119.994,1
0.518,0.572,-9.037,0.0291,0.00715,0.256,0.139,0.347,57,8,1,160.005,1
0.194,0.132,-15.783,0.0349,0.919,0.182,0.159,0.04,55,11,1,74.848,1
0.551,0.636,-7.125,0.0281,0.00713,0.00203,0.217,0.153,78,6,1,124.996,1
0.23,0.216,-14.727,0.0376,0.911,0.829,0.0934,0.0618,63,10,1,92.022,1
0.507,0.317,-12.177,0.0283,0.183,0.124,0.112,0.201,36,6,0,74.98,1
0.595,0.638,-7.941,0.0307,0.104,0.000821,0.0699,0.51,37,7,1,122.005,1
0.201,0.327,-11.975,0.0285,0.869,0.846,0.117,0.0945,32,10,1,107.019,1
0.783,0.322,-15.091,0.0343,0.213,0.00243,0.114,0.77,65,0,1,128.226,1
0.543,0.759,-8.792,0.028,0.0578,2.26e-06,0.977,0.697,46,0,1,116.005,1
0.584,0.883,-6.908,0.0307,0.0114,4.56e-05,0.994,0.796,15,9,0,120.953,1
0.559,0.622,-9.522,0.0448,0.197,0.0,0.968,0.558,21,2,1,124.468,1
0.526,0.545,-11.673,0.028,0.65,0.000612,0.106,0.733,41,9,1,134.053,1
0.463,0.453,-13.204,0.0371,0.371,0.0,0.0993,0.561,41,5,1,145.796,1
0.731,0.555,-13.684,0.0519,0.321,0.000103,0.0527,0.935,58,2,1,131.26,1
0.684,0.439,-11.465,0.0254,0.603,0.00345,0.0702,0.483,26,7,1,90.003,1
0.467,0.255,-15.963,0.0372,0.605,0.00031,0.273,0.243,58,8,0,120.174,1
0.646,0.406,-15.616,0.0264,0.159,0.00114,0.27,0.895,49,5,0,113.708,1
0.516,0.73,-7.136,0.0494,0.344,0.0,0.425,0.907,54,7,1,115.126,1
0.4,0.0897,-19.012,0.0288,0.938,0.000521,0.0847,0.24,45,0,1,70.387,1
0.551,0.362,-15.089,0.0297,0.63,0.0,0.0698,0.632,34,7,1,105.848,1
0.61,0.297,-14.956,0.0304,0.838,9.04e-06,0.107,0.543,30,2,1,99.96,1
0.629,0.801,-9.903,0.0325,0.0177,0.085,0.129,0.805,28,11,0,95.245,1
0.523,0.341,-14.034,0.0388,0.313,0.000114,0.621,0.355,62,4,1,77.487,1
0.755,0.869,-9.271,0.0572,0.383,0.00162,0.351,0.782,37,9,1,138.896,1
0.683,0.529,-8.888,0.0326,0.591,3.37e-05,0.089,0.791,48,7,1,130.409,1
0.59,0.338,-13.101,0.03,0.292,0.0131,0.121,0.322,28,11,0,110.581,1
0.562,0.258,-16.628,0.0321,0.847,0.00371,0.0501,0.604,33,9,0,81.942,1
0.517,0.717,-7.786,0.0541,0.425,7.33e-05,0.164,0.767,38,11,1,136.731,1
0.707,0.906,-5.771,0.0309,0.0368,0.000968,0.661,0.97,53,7,1,112.837,1
0.553,0.328,-10.797,0.0341,0.643,0.0,0.109,0.345,50,9,1,103.472,1
0.463,0.484,-13.259,0.0395,0.456,0.0,0.125,0.513,55,10,1,77.521,1
0.644,0.281,-13.106,0.0371,0.832,0.386,0.0805,0.916,13,6,1,176.565,1
0.585,0.924,-8.794,0.0647,0.435,4.49e-05,0.615,0.904,31,2,1,131.769,1
0.539,0.62,-10.611,0.0449,0.13,0.0,0.0763,0.568,27,9,1,144.363,1
0.628,0.603,-10.286,0.0312,0.178,1.73e-05,0.0686,0.951,55,6,1,120.782,1
0.431,0.543,-9.96,0.0394,0.122,0.000123,0.0598,0.44,51,10,1,77.507,1
0.668,0.76,-6.831,0.034,0.137,0.0,0.0803,0.61,61,7,1,114.378,1
0.833,0.806,-7.439,0.0463,0.271,1.23e-06,0.159,0.841,33,4,1,112.23,1
0.411,0.845,-6.821,0.0835,0.117,0.0146,0.0763,0.391,48,4,0,132.876,1
0.606,0.71,-8.441,0.0739,0.328,0.0,0.115,0.795,46,3,1,106.918,1
0.518,0.385,-14.636,0.0339,0.23,0.000226,0.124,0.712,62,4,1,86.604,1
0.412,0.473,-10.964,0.037,0.383,8.41e-05,0.541,0.676,10,4,1,124.411,1
0.637,0.189,-10.726,0.0471,0.721,0.0,0.0939,0.695,54,7,1,120.142,1
0.506,0.41,-10.497,0.0303,0.419,0.0,0.0622,0.616,29,0,1,122.866,1
0.557,0.798,-5.843,0.0277,0.0158,2.67e-05,0.547,0.609,47,9,0,134.801,1
0.791,0.734,-5.464,0.0629,0.522,0.00165,0.167,0.962,71,5,1,105.854,1
0.742,0.674,-7.648,0.0354,0.788,0.0,0.0698,0.964,53,8,0,116.53,1
0.63,0.357,-9.392,0.026,0.0999,0.0,0.128,0.683,14,5,0,104.965,1
0.475,0.561,-12.548,0.0404,0.255,0.33,0.125,0.51,19,7,1,125.034,1
0.256,0.335,-13.588,0.0313,0.74,0.0166,0.0857,0.415,60,9,1,198.745,1
0.49,0.679,-3.68,0.0309,0.00394,1.54e-05,0.0383,0.506,71,8,1,167.046,1
0.675,0.479,-9.87,0.0278,0.633,1.76e-05,0.088,0.454,76,0,0,81.998,1
0.748,0.786,-7.788,0.0641,0.328,0.0,0.34,0.917,59,4,0,104.833,1
0.587,0.648,-9.181,0.0328,0.71,0.00106,0.0834,0.502,57,7,1,100.062,1
0.599,0.785,-4.013,0.0309,0.448,0.00336,0.151,0.52,76,3,1,140.046,1
0.398,0.547,-6.846,0.0261,0.414,0.00143,0.146,0.305,61,0,1,73.396,1
0.509,0.774,-4.054,0.0338,0.00189,0.000549,0.143,0.0824,54,6,1,116.529,1
0.791,0.56,-5.774,0.236,0.000356,1.05e-06,0.107,0.712,44,9,1,127.458,1
0.579,0.849,-5.218,0.0303,0.108,0.0,0.0909,0.581,65,4,0,100.021,1
0.436,0.678,-7.211,0.0301,0.457,0.0384,0.0873,0.194,56,5,1,170.287,1
0.573,0.921,-3.23,0.051,0.00404,4.01e-05,0.075,0.604,46,7,1,159.611,1
0.436,0.887,-4.748,0.0799,0.00613,0.00509,0.0993,0.437,57,11,1,165.033,1
0.421,0.858,-4.535,0.0963,0.0134,0.0,0.067,0.491,68,1,1,173.255,1
0.569,0.743,-4.645,0.0354,0.00114,0.0,0.113,0.41,42,9,0,102.012,1
0.592,0.804,-4.955,0.136,0.13,3.18e-06,0.174,0.221,40,11,0,140.065,1
0.625,0.877,-7.176,0.162,0.0315,0.0811,0.672,0.865,65,10,0,192.296,1
0.579,0.662,-6.885,0.0245,0.000625,3.89e-06,0.117,0.574,48,9,1,102.951,1
0.541,0.602,-6.033,0.0257,0.259,1.37e-06,0.125,0.446,56,10,1,81.32,1
0.476,0.789,-5.024,0.0323,0.629,0.304,0.357,0.304,14,9,1,148.106,1
0.559,0.862,-7.819,0.0514,0.283,0.00106,0.546,0.434,46,7,1,124.596,1
0.433,0.868,-3.03,0.0422,0.00127,2.87e-06,0.132,0.41,41,0,1,139.896,1
0.501,0.941,-3.487,0.199,0.0533,0.0,0.358,0.69,51,6,0,170.062,1
0.605,0.704,-6.564,0.0476,0.241,0.0,0.137,0.4,67,5,1,80.925,1
0.645,0.754,-10.184,0.059,0.284,0.000534,0.149,0.562,49,11,0,128.682,1
0.706,0.606,-5.362,0.0386,0.000725,0.000358,0.107,0.897,43,11,1,102.0,1
0.692,0.787,-5.627,0.0323,0.122,0.0,0.181,0.945,15,10,0,136.024,1
0.612,0.804,-4.09,0.0351,0.443,1.06e-06,0.313,0.558,33,10,1,146.093,1
0.576,0.935,-4.911,0.051,0.00013,0.017,0.0828,0.875,63,10,0,150.227,1
0.632,0.639,-5.938,0.0259,0.00143,0.0,0.221,0.733,64,5,1,95.506,1
0.512,0.909,-4.643,0.104,0.0975,0.0002,0.0943,0.283,55,4,0,155.139,1
0.754,0.794,-5.139,0.107,0.0275,0.0,0.116,0.748,26,9,1,122.049,1
0.551,0.896,-3.152,0.109,0.033,0.0,0.0899,0.858,56,9,0,171.79,1
0.414,0.936,-2.407,0.0758,0.00136,0.0,0.369,0.74,68,2,1,170.229,1
0.479,0.886,-2.012,0.0387,0.000551,7.3e-06,0.341,0.475,25,7,1,159.966,1
0.472,0.671,-4.649,0.029,0.0129,0.0,0.159,0.0681,12,4,1,82.952,1
0.397,0.942,-2.53,0.0869,0.000227,0.24,0.14,0.356,55,1,1,158.99,1
0.44,0.498,-9.788,0.0264,0.229,0.0,0.173,0.157,11,0,1,77.368,1
0.591,0.223,-13.958,0.0286,0.977,0.0985,0.0948,0.215,28,8,0,72.988,1
0.367,0.959,-2.982,0.11,0.0544,0.0,0.12,0.103,51,4,1,125.939,1
0.61,0.82,-5.766,0.0547,0.112,0.0,0.0639,0.67,40,7,1,87.996,1
0.672,0.918,-7.14,0.0304,0.0243,0.667,0.978,0.588,38,2,1,125.011,1
0.325,0.757,-4.905,0.0319,0.00272,0.0,0.249,0.384,35,2,1,126.891,1
0.464,0.703,-11.137,0.0423,0.0285,0.0877,0.163,0.588,25,7,1,165.828,1
0.53,0.782,-6.872,0.0259,0.0274,0.000187,0.0688,0.717,47,1,0,93.105,1
0.689,0.849,-4.979,0.0377,0.217,1.16e-06,0.136,0.839,30,10,0,102.013,1
0.431,0.95,-4.918,0.26,0.00105,3.63e-05,0.272,0.56,69,7,1,191.936,1
0.362,0.91,-2.863,0.0407,6.29e-05,0.0123,0.0933,0.597,54,9,1,104.043,1
0.56,0.969,-3.629,0.054,0.00246,2.78e-06,0.214,0.585,45,0,1,123.954,1
0.298,0.807,-5.768,0.0887,0.0277,0.00169,0.742,0.463,38,7,1,142.799,1
0.719,0.703,-6.917,0.0293,0.223,0.000879,0.124,0.522,47,9,0,116.0,1
0.577,0.623,-4.325,0.0333,0.165,0.0,0.0576,0.715,32,2,1,129.605,1
0.407,0.308,-9.001,0.0296,0.778,1.46e-05,0.092,0.153,54,10,0,73.254,1
0.758,0.815,-5.358,0.0564,0.235,0.0,0.114,0.901,40,9,1,105.991,1
0.897,0.695,-6.384,0.0317,0.19,0.0357,0.0773,0.965,43,9,0,101.089,1
0.596,0.726,-4.746,0.0333,0.0347,1.05e-05,0.0844,0.367,35,9,0,130.063,1
0.582,0.507,-9.021,0.0313,0.671,1.21e-06,0.136,0.217,61,2,1,83.019,1
0.249,0.804,-3.233,0.0502,0.0201,0.0,0.262,0.389,55,10,1,155.066,1
0.409,0.898,-3.817,0.0758,0.0233,0.0,0.315,0.551,36,2,1,147.97,1
0.748,0.735,-8.692,0.0903,0.47,1.09e-05,0.0851,0.854,65,8,1,150.04,1
0.528,0.831,-3.607,0.0429,9.43e-05,0.0,0.141,0.632,63,8,1,131.094,1
0.529,0.967,-3.647,0.0508,0.114,0.0,0.61,0.596,72,1,0,140.127,1
0.624,0.552,-7.187,0.0247,0.377,0.000151,0.136,0.139,48,0,1,75.0,1
0.795,0.505,-7.281,0.0288,0.502,0.0153,0.288,0.961,26,7,1,109.889,1
0.354,0.917,-5.134,0.187,0.000131,0.0,0.134,0.414,40,5,0,175.133,1
0.334,0.941,-4.406,0.111,0.00154,0.0,0.151,0.282,51,5,1,168.032,1
0.364,0.912,-5.136,0.105,0.00116,0.0,0.0917,0.201,47,2,1,160.008,1
0.35,0.961,-3.095,0.222,0.00127,0.0,0.362,0.34,48,5,1,187.966,1
0.554,0.752,-5.473,0.0303,0.0479,0.0,0.364,0.694,47,11,1,87.985,1
0.532,0.852,-6.429,0.0429,0.0576,0.0,0.15,0.583,42,9,1,79.986,1
0.394,0.989,-3.175,0.194,0.000572,0.0,0.358,0.248,38,2,1,163.134,1
0.724,0.745,-4.781,0.0319,0.467,0.00122,0.0692,0.528,53,8,1,97.963,1
0.406,0.481,-6.164,0.0311,0.316,0.0,0.0922,0.235,42,3,1,112.264,1
0.571,0.875,-3.279,0.039,0.000247,5.47e-06,0.106,0.447,51,6,1,92.505,1
0.36,0.983,-2.352,0.101,8.83e-05,0.0,0.111,0.279,61,0,1,182.058,1
0.467,0.946,-5.097,0.063,0.000864,1.42e-05,0.33,0.581,49,3,0,158.011,1
0.31,0.634,-7.052,0.0487,0.0616,0.0,0.109,0.171,42,0,0,134.865,1
0.558,0.914,-3.395,0.0996,0.000191,0.0,0.132,0.711,54,6,0,94.975,1
0.442,0.736,-9.546,0.0744,0.257,7.31e-05,0.157,0.597,42,9,1,134.21,1
0.339,0.286,-12.334,0.0344,0.752,2.71e-05,0.085,0.192,42,9,1,93.013,1
0.35,0.845,-12.339,0.2,0.0424,0.000622,0.111,0.421,37,4,0,135.252,1
0.3,0.547,-10.124,0.0333,0.409,0.00613,0.134,0.247,35,2,0,95.663,1
0.217,0.784,-7.202,0.153,0.00252,0.0775,0.195,0.27,35,2,1,79.181,1
0.406,0.57,-12.374,0.0633,0.692,0.00219,0.396,0.642,34,7,1,142.792,1
0.469,0.935,-9.151,0.0734,0.0561,6.96e-05,0.831,0.6,33,4,0,115.75,1
0.328,0.723,-7.842,0.0434,0.13,0.0857,0.369,0.749,34,2,1,144.832,1
0.367,0.747,-7.065,0.172,0.137,1.49e-06,0.181,0.583,33,9,1,115.08,1
0.415,0.0725,-23.459,0.032,0.699,0.0472,0.137,0.435,33,7,1,58.883,1
0.155,0.646,-11.086,0.0541,0.208,6.78e-05,0.188,0.213,34,0,1,155.32,1
0.242,0.296,-12.441,0.0358,0.829,3.79e-05,0.133,0.172,35,9,0,153.293,1
0.337,0.573,-13.872,0.0364,0.265,0.0151,0.0792,0.699,33,2,1,117.597,1
0.386,0.813,-8.035,0.157,0.0346,2.68e-06,0.152,0.677,33,2,1,145.113,1
0.271,0.823,-9.629,0.0928,0.405,0.00744,0.55,0.255,33,2,1,108.592,1
0.441,0.897,-8.628,0.0909,0.248,0.0113,0.121,0.696,35,0,1,159.15,1
0.366,0.398,-11.527,0.0367,0.873,2.9e-06,0.13,0.181,35,5,1,117.705,1
0.332,0.687,-8.44,0.0787,0.0904,1.3e-05,0.64,0.136,36,9,0,112.307,1
0.444,0.945,-8.388,0.081,0.00318,7.85e-05,0.346,0.392,33,0,1,145.482,1
0.317,0.896,-6.089,0.104,0.122,0.0168,0.253,0.421,38,2,1,126.894,1
0.354,0.843,-9.17,0.378,0.355,0.0126,0.789,0.348,37,11,0,137.62,1
0.416,0.69,-7.362,0.0337,0.0581,0.000372,0.345,0.529,33,4,0,84.619,1
0.338,0.834,-6.061,0.0882,0.0454,4.68e-05,0.227,0.553,35,4,0,148.223,1
0.339,0.264,-10.012,0.0281,0.628,0.0,0.148,0.416,34,9,0,78.916,1
0.492,0.759,-6.938,0.0511,0.0321,0.00224,0.0988,0.522,36,4,1,132.547,1
0.326,0.551,-6.43,0.0323,0.551,0.000294,0.348,0.23,33,5,1,80.539,1
0.317,0.0455,-16.092,0.0344,0.88,0.0,0.172,0.571,32,2,1,107.711,1
0.614,0.84,-7.006,0.03,0.0808,0.0307,0.431,0.961,32,3,1,126.343,1
0.702,0.641,-5.594,0.0879,0.399,0.0,0.0763,0.863,32,0,1,118.486,1
0.461,0.533,-7.677,0.0257,0.17,0.00021,0.119,0.371,30,2,1,77.031,1
0.41,0.575,-8.609,0.0368,0.408,0.0,0.291,0.503,34,2,1,132.074,1
0.645,0.557,-9.108,0.0535,0.4,0.00183,0.0845,0.703,45,3,1,131.885,1
0.292,0.803,-8.541,0.065,0.0113,5.63e-06,0.321,0.41,47,4,0,143.856,1
0.312,0.862,-8.888,0.0738,0.015,4.27e-05,0.616,0.579,44,9,1,118.816,1
0.459,0.699,-5.496,0.117,0.36,0.0,0.294,0.798,47,0,1,167.491,1
0.395,0.446,-9.819,0.0452,0.314,9.26e-05,0.348,0.18,46,2,0,140.558,1
0.329,0.179,-11.589,0.0299,0.933,5.04e-06,0.115,0.255,53,5,1,154.175,1
0.488,0.409,-11.254,0.0431,0.799,1.87e-05,0.322,0.542,44,6,1,183.614,1
0.17,0.293,-15.308,0.0369,0.754,0.857,0.279,0.24,45,7,1,117.483,1
0.234,0.213,-15.166,0.0465,0.952,6.71e-05,0.264,0.0787,35,3,1,187.166,1
0.494,0.742,-6.458,0.0399,0.188,1.18e-06,0.263,0.317,32,9,1,116.738,1
0.323,0.338,-7.625,0.0327,0.617,9.48e-06,0.129,0.37,35,10,1,93.231,1
0.526,0.869,-5.78,0.0599,0.0796,0.00268,0.43,0.535,34,2,1,134.375,1
0.279,0.688,-7.738,0.0694,0.0977,0.0,0.241,0.266,30,2,0,141.628,1
0.543,0.461,-6.724,0.0302,0.577,0.0,0.0563,0.385,39,3,1,96.803,1
0.439,0.561,-10.151,0.0338,0.178,6.94e-06,0.106,0.432,31,2,1,145.415,1
0.274,0.239,-10.202,0.0291,0.647,6.53e-06,0.101,0.122,33,2,1,141.854,1
0.491,0.0765,-14.57,0.0416,0.787,0.000306,0.114,0.305,40,5,1,113.728,1
0.395,0.656,-6.462,0.0329,0.29,2.72e-05,0.0624,0.487,59,9,1,174.782,1
0.577,0.848,-5.673,0.0755,0.125,0.000274,0.613,0.327,37,0,0,89.967,1
0.446,0.713,-4.825,0.268,0.41,0.0,0.212,0.369,36,8,1,143.229,1
0.619,0.767,-7.811,0.027,0.466,0.000279,0.387,0.644,35,4,1,129.947,1
0.863,0.381,-12.823,0.0528,0.261,0.000277,0.202,0.906,39,9,1,120.645,1
0.293,0.691,-5.245,0.0575,0.19,4e-06,0.0899,0.513,38,9,1,182.256,1
0.469,0.202,-14.369,0.0333,0.67,0.0,0.193,0.102,45,3,1,110.937,1
0.595,0.628,-9.902,0.123,0.48,2.64e-06,0.0709,0.485,43,5,0,152.742,1
0.332,0.683,-7.679,0.0491,0.0322,6.51e-06,0.342,0.419,67,2,1,88.522,1
0.574,0.478,-9.842,0.031,0.211,0.0,0.243,0.211,46,3,1,80.8,1
0.463,0.671,-6.438,0.0683,0.0626,0.0,0.0947,0.633,64,3,1,84.28,1
0.427,0.774,-5.434,0.0681,0.0021,0.00607,0.358,0.665,40,2,1,140.444,1
0.521,0.902,-4.826,0.197,0.0164,0.00105,0.737,0.592,41,11,0,104.708,1
0.31,0.954,-4.56,0.288,0.00706,0.000136,0.237,0.421,38,11,0,143.736,1
0.517,0.469,-7.148,0.0306,0.427,1.96e-06,0.128,0.409,40,2,1,115.076,1
0.607,0.369,-7.616,0.0346,0.831,0.0,0.419,0.406,41,9,1,91.684,1
0.832,0.614,-6.846,0.296,0.121,0.00897,0.0808,0.834,37,0,1,113.88,1
0.518,0.454,-9.208,0.028,0.0531,0.0,0.112,0.216,37,9,1,107.689,1
0.559,0.868,-5.276,0.17,0.0475,0.000176,0.776,0.609,83,5,1,156.295,1
0.354,0.717,-5.787,0.0656,0.0338,3.93e-05,0.0936,0.514,38,9,1,174.069,1
0.242,0.7,-5.772,0.0346,0.341,0.0,0.122,0.273,60,5,1,156.706,1
0.7,0.867,-5.482,0.149,0.139,0.00275,0.266,0.557,44,0,1,88.19,1
0.604,0.876,-3.879,0.0393,0.326,0.0,0.242,0.804,42,9,1,137.821,1
0.599,0.761,-6.887,0.0421,0.713,4.74e-06,0.349,0.712,74,0,1,77.015,1
0.47,0.915,-5.698,0.0612,0.323,0.0,0.064,0.634,41,11,1,160.3,1
0.796,0.486,-7.543,0.2,0.338,0.0,0.0314,0.646,44,7,1,135.249,1
0.512,0.5,-6.937,0.0282,0.828,0.0,0.0907,0.196,42,9,1,80.075,1
0.685,0.915,-5.785,0.0455,0.00805,0.0622,0.156,0.863,38,9,0,136.817,1
0.507,0.452,-6.8,0.0269,0.359,0.0,0.109,0.322,62,7,1,81.632,1
0.823,0.855,-6.105,0.109,0.134,0.0,0.0801,0.491,38,2,1,115.353,1
0.74,0.476,-6.112,0.0344,0.045,1.01e-05,0.0494,0.511,36,9,1,100.09,1
0.787,0.844,-6.423,0.0637,0.122,9.19e-05,0.372,0.71,40,0,1,118.959,1
0.828,0.538,-9.593,0.0654,0.0395,0.00906,0.102,0.367,44,1,1,132.633,1
0.727,0.478,-6.121,0.0403,0.0564,0.000262,0.0801,0.909,35,2,1,166.364,1
0.545,0.855,-5.869,0.0599,0.222,0.0,0.184,0.467,35,2,1,91.796,1
0.571,0.447,-8.303,0.0246,0.613,0.0,0.07,0.345,37,7,1,80.699,1
0.613,0.718,-6.749,0.0346,0.0484,0.00011,0.0661,0.619,35,2,1,138.43,1
0.395,0.558,-7.643,0.0282,0.102,1.09e-06,0.0704,0.132,43,2,1,81.605,1
0.818,0.4,-9.927,0.11,0.302,0.00241,0.18,0.838,60,9,1,73.76,1
0.496,0.909,-6.165,0.0461,0.0032,0.0746,0.988,0.54,46,11,0,122.075,1
