bailable,energia,valencia,acustico,instrumental,popularidad,tempo,genero
0.672,0.978,0.567,0.138,0.000482,40,126.022,5
0.701,0.851,0.543,8.55e-05,0.214,40,122.008,5
0.763,0.871,0.849,0.194,0.00107,38,127.998,5
0.969,0.623,0.96,0.0256,0.0327,37,114.997,5
0.825,0.869,0.699,0.0227,0.103,39,132.055,5
0.925,0.501,0.694,0.0799,0.756,39,114.019,5
0.812,0.827,0.899,0.0114,4.53e-06,37,115.006,5
0.797,0.493,0.624,0.451,0.000131,43,91.009,5
0.774,0.71,0.739,0.419,3.77e-05,37,100.071,5
0.843,0.736,0.66,0.0378,0.54,37,125.012,5
0.563,0.931,0.503,0.0841,0.0,39,135.951,5
0.753,0.624,0.792,0.159,0.00113,38,98.962,5
0.651,0.908,0.701,0.335,1.46e-05,45,96.002,5
0.816,0.761,0.827,0.264,1.86e-06,50,120.008,5
0.886,0.712,0.49,0.0021,0.593,40,123.018,5
0.789,0.737,0.679,0.00107,0.898,36,124.004,5
0.781,0.774,0.783,0.203,0.0,36,104.995,5
0.801,0.546,0.902,0.28,0.929,56,94.0,5
0.626,0.619,0.611,0.0659,0.000607,38,99.792,5
0.788,0.695,0.816,0.178,0.379,36,124.015,5
0.624,0.918,0.625,0.00471,0.761,41,110.984,5
0.83,0.703,0.779,0.0786,0.000113,38,123.006,5
0.931,0.819,0.735,0.042,0.728,35,125.035,5
0.752,0.722,0.557,0.0263,0.00396,37,119.834,5
0.641,0.665,0.618,0.491,0.0,38,200.388,5
0.497,0.915,0.739,0.285,0.0,36,204.475,5
0.767,0.7,0.548,0.268,0.736,40,127.973,5
0.617,0.844,0.734,0.0452,0.000189,58,175.98,5
0.75,0.796,0.6,0.00679,0.0,37,101.03,5
0.727,0.669,0.539,0.0344,0.00313,48,115.82,5
0.665,0.81,0.843,0.0216,1.13e-05,39,98.263,5
0.424,0.355,0.37,0.802,0.0,54,124.657,5
0.83,0.962,0.425,0.239,0.00258,35,123.049,5
0.793,0.868,0.85,0.0304,0.00961,43,124.985,5
0.825,0.845,0.764,0.00423,0.719,35,123.034,5
0.885,0.835,0.836,0.197,2.13e-05,42,125.027,5
0.839,0.754,0.665,0.181,0.000227,39,120.034,5
0.711,0.929,0.759,0.699,0.00096,41,110.064,5
0.696,0.945,0.164,0.0508,0.84,50,124.001,5
0.655,0.976,0.0729,0.0045,0.688,50,126.032,5
0.708,0.863,0.437,0.00885,0.366,48,127.981,5
0.684,0.941,0.252,0.00942,1.28e-05,46,125.999,5
0.667,0.895,0.568,0.00377,0.0894,45,127.98,5
0.607,0.949,0.26,0.0992,7.07e-05,48,127.805,5
0.625,0.969,0.217,0.00261,0.944,48,126.017,5
0.789,0.926,0.599,0.000109,2.79e-05,42,126.038,5
0.759,0.851,0.151,0.0002,0.0941,41,125.968,5
0.751,0.969,0.214,0.000413,0.759,48,125.984,5
0.75,0.918,0.394,0.000714,0.00609,42,126.015,5
0.828,0.734,0.515,0.00341,0.884,39,124.975,5
0.593,0.94,0.0911,0.00354,0.788,38,129.99,5
0.543,0.823,0.123,0.000428,0.849,39,127.952,5
0.845,0.899,0.384,0.00684,0.0169,37,130.046,5
0.616,0.922,0.272,0.0114,0.00523,37,128.027,5
0.73,0.969,0.259,0.00038,0.179,34,127.968,5
0.727,0.962,0.213,0.000465,0.504,35,128.031,5
0.7,0.922,0.615,0.0486,0.152,35,127.884,5
0.753,0.959,0.751,0.00549,0.0,33,126.046,5
0.697,0.94,0.154,0.00102,0.0118,32,128.018,5
0.728,0.858,0.553,0.00149,0.143,34,129.996,5
0.579,0.955,0.524,0.00314,0.577,32,125.914,5
0.806,0.826,0.435,0.000176,0.332,30,126.024,5
0.696,0.938,0.427,0.00211,0.231,31,128.048,5
0.649,0.924,0.691,0.000648,0.299,29,128.02,5
0.787,0.981,0.388,0.014,0.00159,28,125.998,5
0.789,0.795,0.67,0.0246,0.617,31,128.043,5
0.788,0.916,0.631,0.3,0.0147,27,126.004,5
0.664,0.958,0.428,0.00235,0.00196,44,125.97,5
0.803,0.984,0.371,0.00027,0.846,53,127.994,5
0.836,0.949,0.506,0.00295,0.247,62,126.007,5
0.875,0.704,0.494,0.0312,0.518,36,126.997,5
0.839,0.922,0.328,0.0215,0.00936,50,122.986,5
0.715,0.968,0.484,0.0221,0.0258,49,127.931,5
0.604,0.88,0.242,0.0135,0.467,41,124.665,5
0.786,0.964,0.466,0.00399,0.793,29,125.988,5
0.675,0.925,0.192,0.00323,0.758,48,170.084,5
0.776,0.978,0.587,0.104,0.765,21,123.986,5
0.852,0.932,0.49,0.038,0.149,22,124.034,5
0.626,0.973,0.157,0.0417,0.00114,33,139.621,5
0.837,0.803,0.0374,0.0862,0.00597,57,127.995,5
0.816,0.97,0.893,0.00107,0.832,40,127.007,5
0.829,0.688,0.273,0.00257,0.101,32,126.011,5
0.802,0.833,0.452,0.00351,0.00169,58,132.006,5
0.599,0.92,0.285,0.00119,0.403,56,179.986,5
0.902,0.722,0.464,0.00855,0.165,38,126.029,5
0.795,0.899,0.329,0.00235,0.000392,70,125.978,5
0.895,0.106,0.384,0.807,3.52e-05,43,119.051,5
0.88,0.635,0.784,0.00271,0.164,34,126.043,5
0.34,0.775,0.226,0.00547,0.000269,53,75.199,5
0.63,0.886,0.877,0.202,2.49e-05,27,123.974,5
0.486,0.896,0.195,0.0015,0.0443,72,123.967,5
0.834,0.661,0.458,0.0777,3.38e-05,53,122.978,5
0.61,0.753,0.606,0.0646,0.0,50,128.074,5
0.718,0.865,0.207,0.0225,1.61e-06,49,121.931,5
0.681,0.866,0.308,0.201,0.0,48,124.983,5
0.6,0.78,0.437,0.0314,0.0,49,122.038,5
0.728,0.875,0.64,0.000869,0.00139,60,124.037,5
0.813,0.818,0.94,0.00119,0.0225,43,121.996,5
0.367,0.783,0.289,0.00515,0.0,56,88.013,5
0.751,0.719,0.292,0.0365,0.0146,50,122.05,5
0.371,0.694,0.308,0.015,0.0,55,119.991,5
0.731,0.516,0.724,0.0431,1.77e-06,39,120.015,5
0.695,0.772,0.342,0.0323,0.00133,47,124.058,5
0.601,0.813,0.384,0.0105,0.0,61,127.18,5
0.739,0.923,0.778,0.202,0.0,41,124.01,5
0.651,0.659,0.526,0.394,0.0,26,126.034,5
0.784,0.906,0.758,0.0588,0.0,34,126.021,5
0.569,0.889,0.584,0.00779,0.0,58,128.001,5
0.667,0.635,0.217,0.0534,0.0,66,119.948,5
0.669,0.895,0.576,0.128,0.0,75,124.964,5
0.56,0.588,0.403,0.331,0.0,29,121.96,5
0.673,0.672,0.62,0.0119,0.0,39,114.957,5
0.592,0.873,0.516,0.0715,0.00982,80,122.011,5
0.677,0.726,0.542,0.158,0.0,24,102.056,5
0.664,0.855,0.716,0.216,0.0,60,125.025,5
0.575,0.974,0.534,0.221,0.00967,33,127.776,5
0.774,0.8,0.444,0.0746,4.42e-06,52,124.957,5
0.712,0.744,0.615,0.017,1.25e-05,43,107.968,5
0.621,0.898,0.332,0.0976,1.08e-05,63,124.018,5
0.672,0.944,0.464,0.0386,0.153,61,125.964,5
0.628,0.673,0.57,0.0193,0.0,48,149.955,5
0.734,0.862,0.791,0.271,0.0,40,123.009,5
0.603,0.649,0.672,0.0105,0.0,65,124.073,5
0.601,0.726,0.256,0.0053,0.0,63,124.078,5
0.684,0.816,0.702,0.0181,0.0,72,121.993,5
0.704,0.801,0.522,0.227,0.0,31,100.004,5
0.661,0.876,0.432,0.0473,0.0,32,123.973,5
0.61,0.645,0.4,0.307,0.0,25,126.077,5
0.597,0.869,0.479,0.107,4.38e-05,23,130.024,5
0.653,0.911,0.335,0.0623,5.22e-05,50,125.959,5
0.583,0.738,0.523,0.311,0.0,50,113.978,5
0.414,0.702,0.338,0.00721,0.0,14,96.989,5
0.719,0.743,0.542,0.0101,1.82e-05,43,102.016,5
0.668,0.766,0.366,0.0764,0.0,21,127.896,5
0.406,0.681,0.343,0.552,0.0,41,90.498,5
0.644,0.956,0.538,0.0388,0.000253,43,121.995,5
0.667,0.841,0.441,0.0075,1.45e-05,43,124.968,5
0.658,0.678,0.662,0.303,0.0,73,97.976,5
0.703,0.832,0.667,0.00149,0.127,69,122.029,5
0.705,0.695,0.678,0.0697,0.0,40,106.031,5
0.654,0.711,0.198,0.0214,0.00191,75,127.957,5
0.558,0.93,0.454,0.0614,0.00238,34,119.97,5
0.653,0.708,0.347,0.109,0.0011,55,111.924,5
0.598,0.906,0.153,0.00428,3.21e-05,22,126.001,5
0.708,0.868,0.72,0.0313,0.0,68,124.994,5
0.693,0.837,0.501,0.00756,0.000296,36,122.983,5
0.759,0.747,0.616,0.00907,0.154,14,124.002,5
0.767,0.862,0.767,0.448,0.0,53,125.997,5
0.525,0.825,0.196,0.0193,0.809,31,127.963,5
0.682,0.967,0.188,0.00762,0.278,10,110.024,5
0.591,0.645,0.0627,0.0395,0.00134,40,125.983,5
0.503,0.757,0.353,0.00239,0.000473,11,127.928,5
0.52,0.835,0.373,0.278,0.863,49,127.955,5
0.506,0.726,0.266,0.00308,8.05e-05,54,128.044,5
0.733,0.821,0.63,0.000643,0.373,52,128.013,5
0.682,0.936,0.207,0.00325,0.00555,54,128.023,5
0.696,0.93,0.505,0.0128,0.624,39,127.992,5
0.689,0.962,0.0422,0.00216,0.411,38,117.988,5
0.583,0.88,0.0717,0.00332,0.32,28,150.003,5
0.61,0.934,0.512,0.0024,0.00345,31,128.01,5
0.576,0.733,0.551,0.00135,0.000215,55,150.12,5
0.589,0.959,0.422,0.00176,0.000445,16,127.993,5
0.61,0.907,0.515,0.0207,3.82e-05,42,126.235,5
0.649,0.816,0.253,0.0137,0.000204,50,134.989,5
0.767,0.477,0.556,0.0383,7.15e-05,61,123.015,5
0.408,0.879,0.525,0.0112,0.000703,37,128.603,5
0.711,0.921,0.745,0.0235,0.000391,41,127.96,5
0.783,0.738,0.501,0.00916,0.000189,41,125.968,5
0.842,0.488,0.647,0.218,0.00718,59,126.019,5
0.762,0.724,0.775,0.138,7.71e-05,63,132.051,5
0.629,0.884,0.455,0.00232,3.77e-05,51,125.961,5
0.524,0.827,0.236,0.00103,0.0267,40,128.011,5
0.792,0.856,0.358,0.135,0.00252,34,126.043,5
0.74,0.771,0.592,0.23,0.0137,47,124.104,5
0.584,0.776,0.367,0.046,0.0,45,167.956,5
0.724,0.8,0.393,0.00356,0.0,50,127.971,5
0.8,0.86,0.853,0.306,0.000219,46,108.009,5
0.702,0.862,0.711,0.0546,4.47e-05,36,108.006,5
0.496,0.814,0.277,0.0235,0.0,34,179.977,5
0.617,0.756,0.571,0.203,1.09e-05,46,127.961,5
0.666,0.869,0.633,0.00664,0.0,37,118.031,5
0.634,0.632,0.449,0.0129,0.000453,56,128.075,5
0.567,0.917,0.317,0.0332,0.0,36,127.998,5
0.528,0.939,0.402,0.00566,0.0,50,150.093,5
0.72,0.929,0.623,0.042,0.00681,54,127.985,5
0.769,0.682,0.732,0.00145,0.0,37,127.944,5
0.871,0.852,0.732,0.131,0.00111,49,126.011,5
0.783,0.789,0.853,0.135,0.33,62,128.019,5
0.764,0.922,0.295,0.00169,0.144,31,128.03,5
0.715,0.962,0.315,0.00792,0.669,25,125.964,5
0.752,0.957,0.91,0.00358,0.758,58,123.993,5
0.774,0.88,0.911,0.00568,0.859,36,124.011,5
0.764,0.908,0.354,0.00862,0.742,47,124.019,5
0.668,0.971,0.543,0.00432,0.605,24,126.979,5
0.673,0.983,0.379,0.001,0.842,43,124.998,5
0.715,0.953,0.269,0.000373,0.69,46,126.041,5
0.667,0.975,0.0392,0.0268,0.879,33,126.012,5
0.763,0.98,0.517,0.00854,0.451,34,130.024,5
0.747,0.796,0.245,0.0027,0.433,41,126.039,5
0.772,0.974,0.961,0.0214,0.873,54,126.005,5
0.732,0.868,0.591,0.0559,0.362,34,126.001,5
0.722,0.949,0.605,0.00319,0.107,31,128.002,5
0.663,0.985,0.503,0.00139,0.762,29,125.968,5
0.83,0.881,0.685,0.0289,0.823,29,125.992,5
0.788,0.806,0.374,0.00511,0.92,38,122.966,5
0.825,0.95,0.939,0.00381,0.0394,43,126.022,5
0.79,0.946,0.276,0.00141,0.269,35,128.049,5
0.713,0.965,0.683,0.00478,0.348,48,123.995,5
0.818,0.915,0.683,0.0214,0.153,27,125.016,5
0.693,0.86,0.478,0.00353,0.0387,32,124.027,5
0.783,0.795,0.461,0.00368,0.135,39,125.015,5
0.813,0.709,0.714,0.00775,0.833,17,124.01,5
0.784,0.714,0.41,0.00763,0.744,33,125.027,5
0.789,0.828,0.629,0.0038,0.543,41,124.042,5
0.758,0.885,0.711,0.000357,0.0058,48,123.016,5
0.787,0.931,0.508,0.00122,0.799,26,127.994,5
0.839,0.776,0.802,0.534,0.0224,28,126.035,5
0.62,0.731,0.107,0.00409,0.751,58,123.994,5
0.873,0.867,0.641,0.0259,0.0622,50,126.054,5
0.75,0.951,0.666,0.0265,0.0,32,128.029,5
0.782,0.968,0.385,0.00594,0.489,29,126.017,5
0.625,0.859,0.256,0.000253,0.818,44,125.987,5
0.754,0.974,0.402,0.209,1.05e-05,31,122.998,5
0.811,0.881,0.664,0.0828,0.00741,36,124.974,5
0.759,0.817,0.177,0.00158,0.0512,41,128.008,5
0.694,0.92,0.579,0.018,0.876,53,124.961,5
0.543,0.814,0.65,0.004,0.865,50,126.012,5
0.859,0.748,0.524,0.207,0.00453,51,122.99,5
0.791,0.935,0.802,0.0701,0.00369,58,121.999,5
0.54,0.601,0.133,0.0907,0.000104,35,129.144,5
0.727,0.715,0.0345,0.0802,0.802,34,127.947,5
0.78,0.726,0.623,0.0377,0.00337,53,122.007,5
0.663,0.866,0.283,0.00125,0.4,46,122.997,5
0.751,0.739,0.691,0.0761,0.886,45,125.016,5
0.678,0.587,0.182,0.00782,0.941,58,126.01,5
0.814,0.734,0.104,6.83e-05,0.718,16,124.013,5
0.813,0.983,0.77,0.00177,0.546,67,125.007,5
0.86,0.824,0.87,0.024,0.657,70,124.016,5
0.8,0.82,0.632,0.00627,0.862,32,124.009,5
0.808,0.916,0.685,0.00431,0.598,47,121.99,5
0.87,0.839,0.144,9.74e-05,0.344,28,124.014,5
0.87,0.664,0.854,0.00753,0.341,60,125.029,5
0.808,0.696,0.406,0.00165,0.871,33,125.007,5
0.695,0.966,0.617,0.0912,0.84,40,126.028,5
0.612,0.967,0.153,0.00419,0.925,33,126.981,5
0.855,0.499,0.306,0.0307,0.0112,28,124.05,5
0.825,0.925,0.567,0.00735,0.808,44,123.025,5
0.715,0.924,0.532,0.000396,0.927,20,124.003,5
0.797,0.701,0.281,0.000876,0.0948,36,124.0,5
0.819,0.967,0.629,0.000673,0.364,38,124.013,5
0.579,0.811,0.161,0.000184,0.71,26,127.105,5
0.8,0.846,0.211,0.0277,0.877,60,127.008,5
0.762,0.868,0.0395,0.000426,0.925,26,126.008,5
0.813,0.992,0.961,0.00194,0.871,48,126.001,5
0.754,0.791,0.505,0.00588,0.114,28,122.968,5
0.788,0.96,0.718,0.0414,0.822,48,121.999,5
0.714,0.93,0.0767,0.00243,0.833,48,126.002,5
0.646,0.902,0.293,0.00043,0.906,51,125.001,5
0.779,0.973,0.535,0.235,0.0124,23,123.989,5
0.809,0.918,0.247,0.00379,0.864,24,127.02,5
0.808,0.912,0.0598,0.000801,0.901,26,126.497,5
0.555,0.625,0.182,2.49e-05,0.923,44,124.004,5
0.799,0.589,0.286,0.0133,0.924,34,124.991,5
0.803,0.871,0.0407,0.0126,0.814,50,123.01,5
0.9,0.832,0.0353,0.00368,0.783,35,124.99,5
0.774,0.702,0.0396,0.000263,0.936,19,125.0,5
0.837,0.725,0.0392,0.0186,0.26,28,120.01,5
0.834,0.557,0.715,3.47e-05,0.947,18,126.004,5
0.779,0.8,0.148,0.00213,0.9,29,127.005,5
0.773,0.754,0.701,0.000681,0.134,31,125.033,5
0.646,0.96,0.757,0.000882,0.914,11,124.997,5
0.784,0.896,0.325,0.0387,0.917,13,125.015,5
0.818,0.87,0.741,0.00424,0.196,44,123.999,5
0.809,0.472,0.747,0.0231,0.92,39,123.962,5
0.877,0.62,0.296,0.00406,0.388,63,120.997,5
0.809,0.769,0.34,0.000182,0.405,34,124.007,5
0.724,0.955,0.154,0.00105,0.927,18,124.002,5
0.772,0.855,0.367,0.0002,0.266,40,124.996,5
0.811,0.873,0.911,0.0474,0.876,49,122.988,5
0.876,0.504,0.18,0.0251,0.861,32,124.031,5
0.716,0.778,0.0278,9.66e-05,0.876,46,121.011,5
0.806,0.64,0.184,0.00144,0.851,45,123.004,5
0.833,0.886,0.604,0.000431,0.00451,66,122.025,5
0.798,0.847,0.727,0.0206,0.00515,34,122.011,5
0.839,0.574,0.0342,0.277,0.48,47,123.986,5
0.825,0.595,0.0781,0.00107,0.94,62,124.003,5
0.652,0.971,0.359,0.0139,0.136,36,124.955,5
0.855,0.782,0.499,0.00782,0.597,43,122.999,5
0.805,0.962,0.674,0.000683,0.895,45,126.027,5
0.924,0.883,0.693,0.0687,0.0316,42,125.984,5
0.504,0.942,0.0334,0.0137,0.00162,32,124.045,5
0.634,0.767,0.103,0.0979,0.194,47,126.029,5
0.663,0.699,0.251,0.0356,0.0,47,122.004,5
0.762,0.877,0.375,0.161,0.000967,34,125.005,5
0.66,0.863,0.407,0.00452,0.000204,39,126.989,5
0.595,0.799,0.231,0.0121,0.0547,26,125.993,5
0.786,0.881,0.318,0.00543,0.0102,28,120.011,5
0.846,0.891,0.565,0.0524,0.0665,58,127.986,5
0.808,0.752,0.469,0.0111,0.927,51,125.005,5
0.563,0.942,0.314,0.00322,0.149,36,125.935,5
0.811,0.856,0.421,0.013,0.933,26,125.007,5
0.802,0.929,0.484,0.00178,0.575,39,125.036,5
0.736,0.86,0.413,0.000466,0.298,34,123.97,5
0.625,0.831,0.191,0.00447,0.0624,68,121.929,5
0.805,0.665,0.77,0.663,1.3e-06,48,125.935,5
0.748,0.84,0.68,0.0225,5.41e-06,68,123.974,5
0.659,0.889,0.439,0.132,0.000185,47,129.029,5
0.886,0.861,0.751,0.0176,0.000631,46,125.997,5
0.802,0.634,0.884,0.362,2.74e-05,31,124.014,5
0.406,0.88,0.383,0.0183,0.0,60,123.416,5
0.703,0.898,0.799,0.0154,0.00019,38,124.047,5
0.676,0.582,0.447,0.221,0.00627,72,124.012,5
0.588,0.83,0.585,0.0074,0.0,16,124.953,5
0.79,0.607,0.0841,0.0198,0.876,36,123.995,5
0.6,0.873,0.295,0.0009,0.00102,62,122.045,5
0.821,0.878,0.781,0.000914,0.914,54,124.0,5
0.891,0.794,0.729,0.383,0.000199,55,122.0,5
0.729,0.715,0.241,0.037,0.00052,31,125.005,5
0.79,0.949,0.602,0.133,0.0,63,124.088,5
0.575,0.969,0.0368,0.0105,0.683,58,122.998,5
0.779,0.896,0.298,0.00084,0.0177,36,123.983,5
0.542,0.941,0.578,0.107,4.95e-05,39,123.883,5
0.655,0.682,0.257,0.0242,0.0,29,124.027,5
0.577,0.975,0.416,0.0434,0.000166,37,126.076,5
0.67,0.535,0.659,0.0867,0.836,22,127.017,5
0.826,0.503,0.643,0.0415,0.878,18,127.986,5
0.768,0.967,0.788,0.0949,0.85,21,127.964,5
0.703,0.787,0.823,0.00435,0.734,16,125.988,5
0.742,0.773,0.979,1.38e-05,0.825,21,128.006,5
0.723,0.466,0.781,0.0139,0.253,18,128.028,5
0.646,0.803,0.562,0.0599,0.785,21,120.039,5
0.676,0.636,0.0929,0.0314,0.377,21,127.988,5
0.447,0.37,0.0381,0.000541,0.693,22,64.053,5
0.546,0.649,0.588,0.362,0.318,22,127.561,5
0.74,0.87,0.727,0.000286,0.813,20,121.996,5
0.757,0.694,0.723,0.0018,0.934,18,127.04,5
0.59,0.813,0.112,0.563,0.564,19,125.033,5
0.594,0.965,0.396,5.63e-06,0.876,19,128.038,5
0.728,0.963,0.846,0.0272,0.321,18,127.982,5
0.706,0.659,0.196,0.0102,0.79,19,127.997,5
0.658,0.693,0.428,0.114,0.367,14,139.983,5
0.682,0.898,0.64,0.0507,0.708,14,127.0,5
0.646,0.976,0.237,0.0636,0.231,15,149.994,5
0.813,0.707,0.568,0.0437,0.793,18,129.971,5
0.723,0.914,0.663,0.00608,0.878,17,127.968,5
0.759,0.928,0.444,0.00036,0.703,14,127.978,5
0.786,0.825,0.343,0.00513,0.661,15,128.003,5
0.508,0.921,0.334,0.00123,0.627,16,124.031,5
0.776,0.422,0.0872,0.000244,0.907,16,127.937,5
0.637,0.717,0.85,0.0061,0.677,16,127.988,5
0.757,0.917,0.914,0.0266,0.791,14,124.052,5
0.273,0.454,0.04,0.985,0.95,16,132.501,5
0.707,0.844,0.12,0.00918,0.0185,14,127.996,5
0.745,0.637,0.0759,0.221,0.824,15,114.016,5
0.781,0.712,0.222,0.06,0.912,15,128.011,5
0.708,0.749,0.229,1.15e-05,0.848,17,124.983,5
0.626,0.893,0.314,0.000314,0.5,16,128.02,5
0.887,0.468,0.299,0.044,0.462,14,128.015,5
0.8,0.588,0.907,0.0946,0.826,18,128.068,5
0.812,0.73,0.103,0.000113,0.723,16,127.95,5
0.562,0.766,0.651,0.00318,0.834,13,124.967,5
0.604,0.807,0.529,0.000546,0.866,16,127.865,5
0.758,0.825,0.342,0.0025,0.773,13,127.931,5
0.686,0.84,0.387,0.0191,0.749,15,128.0,5
0.778,0.789,0.962,5.4e-06,0.945,16,128.03,5
0.427,0.45,0.644,0.84,0.983,17,128.005,5
0.839,0.865,0.0757,0.0058,0.918,14,128.012,5
0.82,0.715,0.69,7.24e-05,0.922,14,127.986,5
0.956,0.445,0.638,0.00332,0.0842,13,128.007,5
0.8,0.789,0.416,0.0294,0.837,13,124.992,5
0.596,0.698,0.347,0.0162,0.00689,13,127.835,5
0.797,0.797,0.305,0.03,0.799,15,125.02,5
0.659,0.868,0.65,0.00268,0.526,14,128.082,5
0.831,0.755,0.751,0.0066,0.918,14,127.999,5
0.556,0.723,0.223,0.00119,0.887,14,219.961,5
0.709,0.591,0.183,0.0114,0.849,15,127.992,5
0.623,0.929,0.45,0.00162,0.556,15,128.113,5
0.767,0.912,0.604,0.00341,0.854,13,126.059,5
0.645,0.686,0.0374,0.0024,0.594,15,129.906,5
0.761,0.799,0.268,0.00239,0.0758,13,128.015,5
0.531,0.755,0.689,0.796,0.951,15,143.995,5
0.766,0.92,0.535,0.28,0.0,13,128.049,5
0.78,0.802,0.936,0.00544,0.755,13,128.0,5
0.72,0.984,0.281,0.0041,0.716,13,125.03,5
0.708,0.655,0.431,0.04,0.629,21,126.052,5
0.734,0.57,0.704,0.00029,0.0446,17,128.005,5
0.688,0.925,0.738,0.0556,0.0262,18,128.051,5
0.818,0.762,0.647,0.00118,0.869,16,128.016,5
0.76,0.655,0.408,0.413,0.694,16,128.014,5
0.708,0.95,0.425,0.014,0.334,14,127.997,5
0.748,0.914,0.452,0.0578,0.503,15,120.013,5
0.768,0.982,0.361,0.0321,0.529,15,125.009,5
0.689,0.92,0.787,0.00911,0.704,17,119.919,5
0.744,0.88,0.857,0.0303,0.715,19,127.99,5
0.807,0.797,0.668,0.00714,0.942,19,127.953,5
0.859,0.646,0.352,0.0296,0.897,19,126.971,5
0.673,0.924,0.34,0.00592,0.716,18,129.008,5
0.739,0.784,0.795,0.012,0.818,17,126.973,5
0.732,0.915,0.761,0.00742,0.831,17,135.067,5
0.729,0.865,0.687,4.5e-05,0.879,20,127.988,5
0.614,0.836,0.427,0.00349,0.804,17,126.993,5
0.345,0.949,0.244,0.000417,0.912,14,127.017,5
0.706,0.789,0.572,0.00349,0.15,19,126.928,5
0.872,0.743,0.901,0.0145,0.377,20,126.96,5
0.674,0.89,0.84,0.252,0.873,20,127.992,5
0.591,0.813,0.796,0.00471,0.671,19,127.972,5
0.662,0.927,0.41,0.0898,0.731,16,126.966,5
0.637,0.778,0.475,0.0498,0.836,15,128.03,5
0.452,0.962,0.892,0.0221,0.91,19,128.024,5
0.683,0.728,0.966,0.31,0.826,19,127.993,5
0.672,0.815,0.906,0.0203,0.794,22,119.996,5
0.547,0.897,0.183,0.0518,0.881,22,125.061,5
0.441,0.936,0.288,0.0209,0.649,22,124.986,5
0.784,0.724,0.237,0.0534,0.892,15,125.012,5
0.619,0.883,0.654,0.000816,0.821,14,128.003,5
0.739,0.89,0.132,0.0207,0.311,55,125.043,5
0.893,0.715,0.0465,0.214,0.0116,62,125.047,5
0.862,0.621,0.134,0.0543,0.0959,16,127.991,5
0.529,0.717,0.481,0.123,0.000707,64,103.99,5
0.895,0.623,0.193,0.175,0.000372,54,127.968,5
0.964,0.73,0.259,0.153,0.809,46,125.028,5
0.844,0.767,0.342,0.053,1.53e-05,66,125.989,5
0.897,0.658,0.32,0.00119,0.00804,51,128.008,5
0.883,0.857,0.0954,0.00125,0.403,59,127.07,5
0.725,0.708,0.181,0.262,0.81,49,128.075,5
0.719,0.77,0.489,0.0811,0.000976,59,110.075,5
0.667,0.779,0.358,0.00102,0.0434,47,126.0,5
0.776,0.634,0.475,0.0102,0.168,65,125.043,5
0.687,0.496,0.0632,0.32,0.796,60,124.974,5
0.71,0.89,0.371,0.0891,0.00269,53,99.144,5
0.767,0.618,0.266,0.693,5.95e-05,37,124.043,5
0.604,0.903,0.078,0.000176,0.53,57,125.989,5
0.868,0.579,0.416,0.0781,0.000591,39,123.005,5
0.694,0.77,0.163,0.176,1.1e-05,84,125.905,5
0.618,0.906,0.544,0.0502,0.106,47,124.988,5
0.721,0.789,0.15,0.013,0.00212,50,127.973,5
0.708,0.904,0.75,0.0863,0.000179,57,125.002,5
0.864,0.824,0.338,0.0543,0.25,52,128.017,5
0.756,0.843,0.269,0.229,0.0803,28,127.979,5
0.724,0.659,0.394,0.133,0.00168,43,125.056,5
0.736,0.506,0.424,0.754,1.39e-06,45,124.015,5
0.768,0.81,0.563,0.17,0.00358,42,122.997,5
0.838,0.619,0.0986,0.0203,0.000256,39,128.061,5
0.61,0.808,0.208,0.292,0.0261,48,128.013,5
0.796,0.635,0.231,0.454,0.0619,41,123.989,5
0.564,0.962,0.405,0.00535,0.0198,36,126.047,5
0.681,0.934,0.426,0.0113,0.0,40,126.063,5
0.637,0.928,0.68,0.00575,0.848,28,129.038,5
0.761,0.866,0.366,0.11,0.0383,54,122.005,5
0.784,0.714,0.131,0.00324,0.00036,30,120.034,5
0.791,0.744,0.17,0.201,0.143,46,125.051,5
0.787,0.707,0.172,0.0709,0.00671,56,125.034,5
0.87,0.625,0.0985,0.0506,0.101,32,125.017,5
0.859,0.673,0.23,0.0581,0.00989,55,125.033,5
0.814,0.398,0.248,0.0851,0.0111,41,123.993,5
0.823,0.741,0.294,0.12,9.72e-05,57,124.985,5
0.746,0.768,0.302,0.00598,0.779,45,125.038,5
0.804,0.918,0.138,0.000929,0.913,36,124.98,5
0.473,0.932,0.657,0.293,0.102,32,123.903,5
0.796,0.654,0.215,0.0511,0.00297,62,125.088,5
0.796,0.926,0.458,0.0027,0.0,54,126.03,5
0.655,0.545,0.648,0.154,6.02e-05,39,128.068,5
0.684,0.668,0.357,0.00683,0.000193,55,123.971,5
0.849,0.628,0.0679,0.266,0.085,47,123.995,5
0.735,0.505,0.0895,0.0404,0.304,47,109.93,5
0.736,0.475,0.463,0.185,0.764,45,126.025,5
0.907,0.664,0.316,0.0843,0.199,59,120.028,5
0.82,0.901,0.939,0.154,8.44e-05,41,122.001,5
0.684,0.612,0.344,0.327,0.135,62,123.967,5
0.775,0.608,0.695,0.0066,0.491,46,120.033,5
0.85,0.53,0.288,0.136,0.0763,38,124.003,5
0.732,0.8,0.491,0.0207,0.148,54,124.002,5
0.741,0.725,0.365,0.343,0.00441,33,121.987,5
0.87,0.795,0.302,0.0753,0.27,43,122.0,5
0.657,0.868,0.376,0.00251,0.109,25,123.932,5
