bailable,energia,valencia,acustico,instrumental,popularidad,tempo,genero
0.905,0.565,0.55,0.107,0.0,22,147.022,4
0.896,0.645,0.708,0.104,0.0,22,103.102,4
0.553,0.696,0.348,0.178,0.0,18,155.985,4
0.519,0.639,0.591,0.154,0.0,21,188.057,4
0.61,0.657,0.251,0.254,3.62e-06,19,77.643,4
0.565,0.187,0.0492,0.345,0.0,14,125.831,4
0.599,0.794,0.931,0.0685,0.0,13,192.484,4
0.541,0.915,0.665,0.478,0.0,24,84.612,4
0.742,0.716,0.835,0.0199,0.000135,16,119.985,4
0.853,0.566,0.531,0.286,2.6e-06,40,155.109,4
0.408,0.857,0.676,0.00704,0.0,25,161.811,4
0.792,0.596,0.653,0.0747,0.0,26,95.982,4
0.656,0.579,0.546,0.0255,0.000142,25,117.092,4
0.715,0.386,0.214,0.356,0.0,23,124.863,4
0.649,0.918,0.802,0.156,0.0,24,92.073,4
0.774,0.575,0.525,0.0586,0.0,20,129.995,4
0.83,0.836,0.596,0.0152,2.8e-05,22,96.125,4
0.746,0.538,0.516,0.389,0.0,66,101.018,4
0.619,0.521,0.254,0.26,0.000542,61,139.886,4
0.697,0.542,0.547,0.821,0.000452,53,99.988,4
0.771,0.56,0.389,0.415,4.86e-05,55,109.978,4
0.214,0.156,0.132,0.951,0.00797,55,75.654,4
0.641,0.539,0.436,0.346,7.04e-06,62,148.004,4
0.494,0.697,0.344,0.708,0.000405,54,107.669,4
0.438,0.634,0.397,0.476,0.0,60,203.585,4
0.666,0.485,0.288,0.0355,0.000603,62,91.009,4
0.569,0.629,0.0726,0.218,0.0,76,134.035,4
0.501,0.403,0.27,0.114,1.1e-05,69,132.608,4
0.55,0.404,0.329,0.441,0.00022,64,135.016,4
0.624,0.424,0.584,0.284,0.0,69,76.669,4
0.542,0.721,0.623,0.147,0.0,70,149.831,4
0.772,0.504,0.244,0.129,0.0,69,140.035,4
0.562,0.674,0.293,0.622,2.04e-05,18,122.699,4
0.324,0.735,0.169,0.135,4.84e-05,17,113.923,4
0.484,0.716,0.365,0.3,0.00214,17,184.131,4
0.391,0.595,0.379,0.913,0.00557,16,93.78,4
0.639,0.633,0.243,0.574,0.000218,61,129.996,4
0.762,0.508,0.37,0.0584,0.00126,71,93.51,4
0.524,0.364,0.436,0.808,0.0,79,75.24,4
0.653,0.5,0.325,0.243,0.0027,61,76.041,4
0.691,0.75,0.345,0.104,0.0,65,143.744,4
0.776,0.603,0.921,0.0728,6.25e-05,62,96.888,4
0.674,0.506,0.183,0.173,0.0,77,145.965,4
0.671,0.314,0.296,0.11,0.0,36,110.898,4
0.578,0.523,0.29,0.493,0.0,66,134.931,4
0.387,0.505,0.158,0.259,0.000133,50,84.942,4
0.51,0.71,0.367,0.629,0.0,52,131.891,4
0.612,0.961,0.867,0.107,4.17e-05,59,129.873,4
0.655,0.636,0.185,0.109,0.237,43,160.01,4
0.642,0.79,0.613,0.151,0.000583,44,114.96,4
0.37,0.313,0.157,0.811,0.0,46,172.616,4
0.521,0.305,0.242,0.655,3.56e-06,37,120.076,4
0.827,0.477,0.599,0.101,4.15e-05,57,119.807,4
0.85,0.351,0.412,0.0263,0.0037,48,138.045,4
0.555,0.378,0.228,0.491,0.0,49,128.31,4
0.617,0.406,0.318,0.000386,0.0,41,168.034,4
0.812,0.341,0.119,0.03,0.00729,47,100.014,4
0.569,0.596,0.757,0.457,8.99e-05,68,93.134,4
0.512,0.511,0.651,0.537,0.0,63,88.816,4
0.812,0.501,0.521,0.209,0.0,58,137.039,4
0.739,0.947,0.763,0.00947,2.99e-05,65,88.009,4
0.755,0.381,0.695,0.291,5.13e-06,56,73.108,4
0.588,0.877,0.645,0.00952,0.0,65,155.165,4
0.911,0.551,0.969,0.132,4.12e-05,70,92.887,4
0.677,0.52,0.768,0.00277,0.0,66,203.862,4
0.27,0.58,0.242,0.469,0.0,53,179.919,4
0.66,0.536,0.775,0.233,0.00669,60,159.963,4
0.446,0.401,0.647,0.657,0.0,55,82.942,4
0.684,0.455,0.487,0.215,1.08e-06,69,97.956,4
0.494,0.452,0.173,0.193,0.0,49,116.293,4
0.433,0.668,0.351,0.221,0.0,48,70.478,4
0.746,0.613,0.395,0.374,0.0,48,113.979,4
0.684,0.606,0.723,0.17,0.0,67,127.901,4
0.873,0.591,0.496,0.0788,0.0071,67,123.091,4
0.697,0.51,0.121,0.0836,0.0,51,130.005,4
0.38,0.624,0.364,0.374,0.000443,50,87.654,4
0.516,0.69,0.398,0.165,0.0,54,129.833,4
0.568,0.732,0.626,0.179,4.92e-06,67,186.048,4
0.7,0.63,0.399,0.195,0.0,52,131.95,4
0.676,0.662,0.464,0.107,0.0,51,127.997,4
0.733,0.676,0.701,0.0697,0.0,70,97.448,4
0.657,0.574,0.211,0.016,8.1e-05,66,119.992,4
0.467,0.445,0.344,0.628,0.0,51,128.399,4
0.694,0.591,0.0655,0.0102,0.00017,49,140.012,4
0.83,0.604,0.517,0.35,0.0,61,141.987,4
0.423,0.587,0.33,0.765,0.0,61,180.331,4
0.61,0.624,0.244,0.6,2.12e-06,90,176.169,4
0.936,0.585,0.242,0.0142,0.0,73,124.991,4
0.673,0.684,0.516,0.0122,0.00011,47,175.862,4
0.503,0.592,0.344,0.0181,0.00014,74,201.85,4
0.889,0.496,0.544,0.259,0.0,85,86.003,4
0.79,0.629,0.267,0.182,7.06e-06,64,170.023,4
0.716,0.531,0.344,0.0703,0.0,66,71.994,4
0.874,0.426,0.489,0.0132,0.0,47,140.106,4
0.736,0.622,0.506,0.0235,0.0,66,191.971,4
0.843,0.722,0.536,0.035,0.0,32,142.025,4
0.735,0.44,0.239,0.0682,0.0,61,87.985,4
0.734,0.683,0.445,0.013,0.0,69,162.038,4
0.888,0.74,0.664,0.00586,0.0,69,100.003,4
0.912,0.587,0.435,0.0394,0.01,64,143.027,4
0.844,0.513,0.344,0.178,0.0,72,128.085,4
0.852,0.568,0.504,0.183,0.0,69,81.526,4
0.822,0.743,0.355,0.285,2.31e-06,48,96.025,4
0.902,0.621,0.497,0.0841,0.0,60,114.007,4
0.793,0.399,0.0379,0.12,0.0,59,121.949,4
0.737,0.659,0.465,0.176,0.0,48,191.965,4
0.793,0.395,0.129,0.277,1.4e-05,64,77.027,4
0.884,0.579,0.313,0.064,2.38e-06,56,144.973,4
0.871,0.493,0.157,0.0104,0.0,65,93.016,4
0.88,0.67,0.142,0.299,5.08e-06,78,100.995,4
0.894,0.492,0.397,0.0295,1.22e-06,66,100.041,4
0.665,0.68,0.69,0.112,0.0,37,91.67,4
0.64,0.57,0.389,0.0313,0.0,66,180.295,4
0.894,0.715,0.88,0.246,1.51e-05,63,100.036,4
0.789,0.404,0.472,0.205,0.0,66,122.062,4
0.623,0.724,0.615,0.0967,3.31e-06,56,127.346,4
0.498,0.844,0.282,0.0111,0.0,57,88.435,4
0.72,0.635,0.358,0.0319,0.0,39,105.89,4
0.855,0.651,0.559,0.063,0.0,83,111.997,4
0.764,0.726,0.36,0.0947,0.0,57,120.114,4
0.816,0.781,0.937,0.692,0.00935,74,99.95,4
0.913,0.491,0.757,0.529,1.89e-06,53,140.04,4
0.903,0.839,0.727,0.0939,0.0,77,133.986,4
0.683,0.667,0.373,0.0105,0.0,41,180.005,4
0.739,0.852,0.903,0.51,0.123,66,102.014,4
0.63,0.582,0.486,0.521,1.94e-05,30,75.055,4
0.866,0.714,0.384,0.00612,1.88e-05,72,108.005,4
0.867,0.658,0.607,0.118,0.0,64,89.971,4
0.854,0.726,0.76,0.183,2.13e-05,41,95.999,4
0.788,0.721,0.653,0.424,2.86e-06,57,105.23,4
0.496,0.833,0.63,0.268,0.0,66,134.944,4
0.784,0.7,0.769,0.491,0.0,62,82.028,4
0.728,0.742,0.231,0.393,0.0,50,96.948,4
0.747,0.67,0.377,0.00594,2.68e-05,61,146.858,4
0.785,0.777,0.396,0.0697,0.0,50,96.88,4
0.764,0.672,0.61,0.223,0.0,55,180.135,4
0.638,0.633,0.624,0.136,0.0,56,159.919,4
0.817,0.534,0.579,0.00851,1.04e-06,66,140.005,4
0.943,0.664,0.93,0.235,5.84e-06,76,120.051,4
0.861,0.59,0.43,0.0736,0.0,26,150.035,4
0.867,0.567,0.198,0.448,0.0,54,97.873,4
0.677,0.691,0.35,0.0756,0.0,55,99.933,4
0.614,0.641,0.492,0.0209,0.0,51,123.539,4
0.955,0.736,0.711,0.212,3.12e-05,36,129.967,4
0.886,0.479,0.408,0.077,0.0,80,130.029,4
0.897,0.538,0.499,0.0635,0.0,68,115.018,4
0.666,0.537,0.481,0.447,0.0,58,93.657,4
0.651,0.583,0.105,0.0954,0.0,46,89.983,4
0.695,0.454,0.496,0.307,4.6e-06,49,127.986,4
0.674,0.413,0.503,0.837,1.91e-05,68,124.895,4
0.57,0.717,0.321,0.00967,0.0,70,111.91,4
0.606,0.58,0.388,0.122,0.0,42,130.857,4
0.688,0.477,0.257,0.594,0.0,71,127.866,4
0.677,0.531,0.57,0.219,0.0,42,91.104,4
0.669,0.451,0.425,0.657,0.0,32,111.934,4
0.734,0.595,0.779,0.207,0.0,38,145.19,4
0.711,0.559,0.583,0.632,0.0389,48,130.017,4
0.476,0.407,0.226,0.247,0.0,52,178.258,4
0.789,0.753,0.81,0.106,4.08e-05,39,110.544,4
0.422,0.894,0.636,0.262,0.0,50,152.17,4
0.489,0.757,0.567,0.00981,0.0,52,168.004,4
0.765,0.55,0.688,0.356,9.46e-05,49,94.959,4
0.263,0.663,0.25,0.589,0.00451,61,167.271,4
0.832,0.391,0.436,0.0564,0.0,54,104.961,4
0.758,0.642,0.701,0.0745,0.0,67,142.078,4
0.859,0.283,0.705,0.000293,0.0136,34,90.019,4
0.715,0.715,0.506,0.0526,0.0,68,134.923,4
0.441,0.267,0.324,0.921,1.73e-05,58,77.558,4
0.868,0.357,0.77,0.649,6.59e-05,49,140.04,4
0.716,0.275,0.352,0.754,1.85e-05,55,63.513,4
0.642,0.284,0.439,0.845,0.000234,60,147.874,4
0.698,0.29,0.398,0.914,2.04e-05,56,137.936,4
0.346,0.139,0.116,0.913,7.73e-05,60,136.168,4
0.647,0.676,0.41,0.0909,0.0227,67,164.51,4
0.583,0.386,0.634,0.896,1.01e-05,51,101.045,4
0.67,0.318,0.304,0.859,0.00198,61,85.806,4
0.623,0.56,0.746,0.043,0.0,56,78.176,4
0.342,0.2,0.0743,0.134,0.000153,67,133.113,4
0.676,0.5,0.415,0.671,0.000663,52,81.054,4
0.325,0.193,0.162,0.916,0.005,42,89.212,4
0.313,0.643,0.693,0.12,0.0,39,165.723,4
0.631,0.715,0.42,0.0299,0.0,30,135.826,4
0.794,0.534,0.547,0.885,5.18e-05,69,91.871,4
0.318,0.0297,0.0624,0.957,0.00117,45,129.706,4
0.641,0.62,0.702,0.327,1.66e-06,41,175.924,4
0.637,0.25,0.33,0.941,4.47e-06,45,117.32,4
0.549,0.177,0.18,0.877,0.0056,62,113.379,4
0.651,0.113,0.497,0.937,5.54e-06,36,99.942,4
0.455,0.396,0.289,0.879,0.000194,48,125.434,4
0.785,0.573,0.595,0.304,0.403,36,126.465,4
0.501,0.359,0.17,0.805,0.0253,43,78.14,4
0.42,0.349,0.815,0.866,0.788,23,120.102,4
0.54,0.168,0.16,0.25,0.0284,53,97.798,4
0.64,0.64,0.761,0.469,0.0,61,135.953,4
0.511,0.542,0.439,0.387,0.0,59,134.907,4
0.252,0.396,0.127,0.84,0.0,49,97.609,4
0.705,0.42,0.277,0.131,0.0,42,133.962,4
0.683,0.64,0.542,0.0736,0.0,53,95.017,4
0.43,0.917,0.919,0.915,0.851,39,102.644,4
0.609,0.445,0.166,0.603,6.77e-06,78,118.393,4
0.825,0.292,0.683,0.679,0.848,36,111.794,4
0.63,0.44,0.343,0.822,3.87e-06,68,98.082,4
0.678,0.491,0.519,0.565,2.78e-05,15,81.997,4
0.641,0.176,0.297,0.638,5.14e-06,23,76.031,4
0.558,0.522,0.228,0.228,0.0,69,83.977,4
0.445,0.563,0.0744,0.226,0.0,37,86.113,4
0.14,0.691,0.155,0.0255,0.0,45,178.912,4
0.389,0.665,0.199,0.178,0.000732,59,117.055,4
0.592,0.846,0.582,0.273,0.00322,50,94.942,4
0.407,0.344,0.715,0.684,8.37e-06,25,75.744,4
0.712,0.295,0.134,0.702,0.0003,53,115.073,4
0.577,0.756,0.663,0.159,0.000232,74,176.75,4
0.677,0.741,0.565,0.371,2.37e-06,46,97.011,4
0.528,0.523,0.692,0.833,1.53e-06,67,93.06,4
0.476,0.546,0.646,0.653,9.02e-06,57,74.212,4
0.473,0.371,0.413,0.795,0.0,78,75.208,4
0.365,0.273,0.238,0.94,0.431,67,132.285,4
0.845,0.203,0.617,0.661,0.255,45,79.1,4
0.609,0.37,0.0978,0.268,0.815,29,109.995,4
0.772,0.514,0.103,0.148,0.906,43,118.015,4
0.338,0.559,0.276,0.252,0.0,55,168.489,4
0.511,0.747,0.564,0.0393,6.63e-06,67,109.022,4
0.416,0.293,0.292,0.749,0.0,33,155.432,4
0.681,0.461,0.453,0.476,3.48e-06,57,121.907,4
0.424,0.496,0.282,0.0923,1.05e-05,40,124.915,4
0.735,0.235,0.462,0.698,0.00604,80,62.446,4
0.421,0.131,0.12,0.952,0.00453,85,137.446,4
0.153,0.138,0.0503,0.837,0.55,77,74.318,4
0.521,0.125,0.0528,0.751,0.00207,83,111.554,4
0.511,0.363,0.169,0.816,0.0317,85,144.892,4
0.52,0.341,0.052,0.842,0.0193,55,140.914,4
0.539,0.61,0.0395,0.121,0.809,45,123.218,4
0.585,0.036,0.433,0.859,3.34e-06,47,151.223,4
0.357,0.434,0.0907,0.244,0.00654,62,145.743,4
0.357,0.326,0.181,0.761,0.000132,53,176.53,4
0.565,0.242,0.237,0.762,9.3e-06,74,81.657,4
0.427,0.123,0.0394,0.868,3.12e-05,79,129.565,4
0.776,0.379,0.346,0.213,0.00175,68,82.531,4
0.412,0.285,0.377,0.935,0.0,53,151.739,4
0.393,0.0118,0.0596,0.94,0.0121,47,108.236,4
0.368,0.34,0.0455,0.69,0.0163,55,97.758,4
0.452,0.233,0.357,0.835,0.0,52,95.813,4
0.498,0.235,0.0895,0.72,0.0,86,118.917,4
0.62,0.228,0.146,0.833,0.0,63,109.591,4
0.581,0.315,0.185,0.389,1.68e-05,63,61.381,4
0.738,0.223,0.211,0.891,0.00322,30,109.432,4
0.367,0.538,0.274,0.895,0.000581,62,129.092,4
0.66,0.193,0.296,0.953,0.0,69,82.035,4
0.472,0.181,0.198,0.896,1.02e-06,67,116.155,4
0.536,0.426,0.375,0.64,5.88e-06,68,135.872,4
0.928,0.481,0.613,0.105,0.0,75,134.007,4
0.418,0.546,0.294,0.227,0.0,69,160.152,4
0.629,0.515,0.299,0.0267,1.22e-05,71,121.845,4
0.492,0.26,0.312,0.646,0.00178,74,111.519,4
0.351,0.296,0.12,0.934,0.0,89,115.284,4
0.489,0.598,0.172,0.218,0.0,11,134.045,4
0.872,0.391,0.437,0.469,4.13e-06,86,134.021,4
0.654,0.547,0.507,0.25,0.0,67,173.981,4
0.689,0.584,0.676,0.339,0.0,74,156.572,4
0.479,0.906,0.536,0.0406,0.0,59,155.887,4
0.792,0.605,0.239,0.00881,4.25e-05,64,139.917,4
0.417,0.58,0.139,0.0307,1.45e-06,74,68.58,4
0.786,0.82,0.597,0.0975,0.0,63,120.047,4
0.698,0.633,0.552,0.0605,0.000194,79,96.924,4
0.8,0.585,0.779,0.264,0.0,80,126.058,4
0.658,0.535,0.419,0.0265,0.0,73,110.684,4
0.589,0.731,0.191,0.0534,0.0,77,87.908,4
0.778,0.707,0.458,0.0459,0.0,53,126.684,4
0.53,0.433,0.274,0.108,0.0,79,160.14,4
0.538,0.449,0.27,0.344,0.0,72,132.639,4
0.68,0.658,0.278,0.082,0.0324,58,128.921,4
0.516,0.456,0.238,0.281,1.27e-05,66,145.843,4
0.909,0.414,0.761,0.166,2.49e-05,57,139.963,4
0.418,0.746,0.644,0.208,0.0,44,87.398,4
0.803,0.64,0.038,0.0544,4.77e-05,59,131.986,4
0.766,0.614,0.299,0.19,0.0,50,134.028,4
0.623,0.651,0.296,0.305,0.0,64,82.078,4
0.483,0.412,0.247,0.737,0.0,85,170.163,4
0.518,0.596,0.326,0.569,0.0,11,100.28,4
0.686,0.429,0.27,0.71,3.41e-06,69,130.09,4
0.423,0.456,0.148,0.381,0.016,63,112.984,4
0.877,0.477,0.552,0.307,0.0,76,127.023,4
0.649,0.558,0.15,0.206,1.05e-06,58,75.087,4
0.76,0.579,0.125,0.0129,0.00351,70,100.01,4
0.628,0.481,0.33,0.29,0.0,64,108.761,4
0.425,0.406,0.124,0.73,3.59e-06,64,184.061,4
0.646,0.549,0.241,0.1,2.06e-05,60,127.994,4
0.759,0.634,0.444,0.539,0.000228,62,156.02,4
0.61,0.458,0.246,0.696,0.000103,77,192.099,4
0.6,0.319,0.507,0.692,0.00958,73,141.96,4
0.745,0.389,0.153,0.144,0.0,36,100.037,4
0.829,0.362,0.369,0.0608,0.0,65,122.912,4
0.599,0.396,0.134,0.738,2.19e-05,69,111.072,4
0.498,0.104,0.205,0.979,7.86e-05,26,124.001,4
0.853,0.693,0.547,0.0855,7.16e-05,55,124.049,4
0.694,0.63,0.341,0.0998,0.000635,71,90.045,4
0.67,0.677,0.348,0.0771,0.0,46,128.088,4
0.744,0.715,0.34,0.101,0.0,72,154.962,4
0.405,0.616,0.543,0.231,0.0,51,141.029,4
0.578,0.588,0.3,0.415,0.0,67,79.174,4
0.488,0.62,0.378,0.0895,3.03e-05,63,111.996,4
0.878,0.676,0.534,0.257,0.0,57,140.013,4
0.506,0.412,0.195,0.667,0.0,63,173.115,4
0.713,0.428,0.413,0.00522,0.00181,43,86.485,4
0.769,0.368,0.482,0.371,0.0,57,123.078,4
0.718,0.815,0.76,0.0405,0.0,32,140.018,4
0.673,0.692,0.276,0.0298,0.0,47,129.813,4
0.68,0.634,0.163,0.115,0.0,25,80.235,4
0.71,0.486,0.17,0.0641,0.0,56,133.284,4
0.543,0.813,0.328,0.000663,0.0,41,174.07,4
0.905,0.346,0.43,0.0111,0.0,22,86.99,4
0.755,0.299,0.196,0.671,0.0,25,114.007,4
0.66,0.697,0.469,0.115,0.0,36,182.174,4
0.47,0.833,0.166,0.0575,0.0,10,86.706,4
0.754,0.741,0.807,0.0464,0.0,36,147.428,4
0.807,0.794,0.572,0.0012,0.0,29,119.812,4
0.782,0.546,0.453,0.088,0.0,12,138.125,4
0.823,0.662,0.533,0.0118,0.0,53,120.117,4
0.675,0.673,0.637,0.0471,0.0,45,140.036,4
0.525,0.861,0.649,0.192,0.0,45,135.305,4
0.814,0.716,0.254,0.113,0.0,28,140.101,4
0.707,0.427,0.719,0.000677,0.00129,31,80.035,4
0.85,0.509,0.763,0.147,0.0,46,134.9,4
0.843,0.773,0.417,0.251,0.0,44,90.039,4
0.469,0.82,0.331,0.00087,0.0,35,88.021,4
0.633,0.853,0.544,0.302,0.0,56,130.018,4
0.723,0.848,0.27,0.32,0.0,51,116.021,4
0.731,0.902,0.947,0.0278,0.0,44,147.006,4
0.672,0.856,0.641,0.0534,3.93e-05,39,180.048,4
0.479,0.796,0.51,0.00779,0.0,20,131.998,4
0.808,0.709,0.463,0.0679,0.0,30,108.012,4
0.762,0.686,0.147,0.0417,0.0,42,116.496,4
0.494,0.935,0.35,0.204,0.0,31,130.084,4
0.914,0.408,0.0891,0.235,0.0,43,119.964,4
0.568,0.62,0.439,0.23,0.0,30,124.098,4
0.767,0.783,0.471,0.234,2.01e-06,23,120.042,4
0.784,0.732,0.615,0.0474,0.0,19,127.023,4
0.758,0.671,0.258,0.021,0.0,26,130.009,4
0.597,0.533,0.217,0.00249,1.45e-06,32,131.988,4
0.858,0.639,0.449,0.266,0.000109,20,127.982,4
0.869,0.499,0.554,0.0102,0.0,30,100.025,4
0.87,0.463,0.446,0.0555,0.0,21,110.043,4
0.719,0.794,0.244,0.103,0.0,16,120.001,4
0.816,0.687,0.22,0.0407,0.0,37,126.779,4
0.658,0.599,0.25,0.00371,0.0,11,111.922,4
0.536,0.721,0.393,0.062,0.0,68,117.139,4
0.647,0.75,0.235,0.238,3.29e-05,33,100.975,4
0.806,0.442,0.283,0.0374,0.0,29,90.006,4
0.758,0.527,0.29,0.151,0.0,30,107.924,4
0.902,0.67,0.39,0.167,0.0,64,144.07,4
0.903,0.549,0.755,0.183,0.0,32,118.032,4
0.918,0.783,0.851,0.0352,2.01e-06,44,120.999,4
0.727,0.608,0.465,0.26,0.0,38,115.003,4
0.701,0.696,0.67,0.0682,0.0,32,130.048,4
0.553,0.697,0.477,0.181,0.0,33,129.802,4
0.923,0.508,0.168,0.104,1.21e-05,69,108.039,4
0.757,0.717,0.302,0.0619,0.0,38,103.978,4
0.42,0.843,0.491,0.0519,0.0,71,173.827,4
0.296,0.632,0.179,0.337,0.0,34,129.881,4
0.305,0.462,0.181,0.475,0.122,63,113.47,4
0.604,0.685,0.245,0.00543,0.063,59,104.971,4
0.554,0.642,0.228,0.047,0.0,60,128.039,4
0.531,0.269,0.52,0.866,0.0,71,84.186,4
0.521,0.826,0.372,0.138,0.0,60,158.032,4
0.636,0.433,0.234,0.536,0.0,67,75.02,4
0.455,0.292,0.43,0.889,0.0,73,84.339,4
0.65,0.197,0.354,0.887,0.0,62,79.838,4
0.696,0.543,0.479,0.308,0.0,78,107.969,4
0.752,0.276,0.275,0.876,0.0,65,126.135,4
0.252,0.289,0.173,0.462,0.0169,37,66.064,4
0.71,0.0565,0.348,0.965,0.0,76,123.994,4
0.367,0.34,0.0704,0.755,1.56e-05,57,149.788,4
0.331,0.235,0.218,0.918,0.0,83,171.232,4
0.565,0.245,0.307,0.781,0.0,69,75.055,4
0.418,0.248,0.298,0.954,4.21e-06,72,130.953,4
0.531,0.347,0.289,0.905,0.0,71,114.441,4
0.625,0.581,0.317,0.191,3.57e-06,66,121.946,4
0.652,0.453,0.432,0.0519,0.0,69,88.038,4
0.614,0.126,0.351,0.911,0.0,72,119.945,4
0.618,0.793,0.459,0.204,0.0154,73,101.015,4
0.521,0.746,0.15,0.0486,0.0,75,132.014,4
0.614,0.684,0.258,0.247,0.0,72,156.85,4
0.586,0.447,0.441,0.816,0.0,69,107.851,4
0.387,0.234,0.408,0.736,0.0,68,78.65,4
0.363,0.214,0.21,0.683,0.0,54,80.354,4
0.529,0.307,0.439,0.851,0.0,60,139.785,4
0.644,0.581,0.266,0.0314,0.0,55,99.069,4
0.585,0.625,0.28,0.0146,1.8e-06,66,68.68,4
0.584,0.407,0.341,0.476,0.0,81,115.124,4
0.405,0.111,0.219,0.964,4.37e-05,75,116.86,4
0.652,0.557,0.483,0.74,0.0,86,150.073,4
0.549,0.413,0.29,0.756,0.0,73,139.981,4
0.656,0.577,0.861,0.698,0.0,76,173.094,4
0.406,0.57,0.168,0.616,0.0,39,94.137,4
0.456,0.828,0.313,0.0244,0.0,82,116.719,4
0.575,0.126,0.129,0.709,2.24e-06,41,83.99,4
0.435,0.193,0.404,0.708,0.0,46,204.474,4
0.505,0.267,0.236,0.793,0.0,39,127.769,4
0.567,0.347,0.348,0.682,1.32e-06,60,114.056,4
0.74,0.198,0.19,0.884,0.0,47,120.032,4
0.598,0.0647,0.339,0.655,0.0,48,132.853,4
0.432,0.437,0.274,0.938,0.0,48,107.592,4
0.494,0.471,0.545,0.42,0.0,55,101.637,4
0.802,0.481,0.468,0.0856,0.0,33,90.973,4
0.481,0.285,0.316,0.9,0.0,71,130.029,4
0.632,0.518,0.427,0.107,0.0,68,90.007,4
0.557,0.573,0.328,0.623,0.00433,26,160.215,4
0.754,0.686,0.291,0.298,0.0,13,111.962,4
0.832,0.368,0.2,0.2,0.0513,71,100.045,4
0.389,0.314,0.107,0.772,0.576,52,95.641,4
0.805,0.496,0.545,0.536,0.0,39,126.104,4
0.814,0.481,0.573,0.53,5.91e-06,37,119.008,4
0.675,0.506,0.322,0.105,0.0,60,129.884,4
0.72,0.316,0.442,0.803,0.00016,11,98.925,4
0.789,0.54,0.0581,0.00571,2.03e-05,27,155.985,4
0.554,0.521,0.239,0.565,0.00627,21,83.911,4
0.663,0.557,0.188,0.105,1.41e-05,22,95.213,4
0.59,0.436,0.222,0.594,0.00375,39,146.864,4
0.448,0.263,0.451,0.824,1.91e-06,67,109.889,4
0.296,0.351,0.19,0.823,1.5e-06,79,177.596,4
0.516,0.56,0.696,0.0322,0.0,62,98.94,4
0.258,0.437,0.0967,0.101,1.27e-06,81,180.043,4
0.714,0.343,0.372,0.723,5.48e-06,61,72.348,4
0.547,0.126,0.195,0.948,0.000326,38,98.879,4
0.622,0.151,0.337,0.7,4.08e-06,36,163.854,4
0.939,0.305,0.563,0.35,0.000169,82,100.029,4
0.855,0.423,0.572,0.724,0.469,81,120.02,4
0.319,0.0561,0.082,0.935,0.00384,81,79.764,4
0.614,0.318,0.112,0.896,0.00239,76,119.959,4
0.645,0.568,0.391,0.543,0.266,71,84.999,4
0.776,0.445,0.405,0.212,0.00409,67,109.981,4
0.487,0.458,0.207,0.552,0.0257,67,115.989,4
0.559,0.157,0.348,0.887,0.0,69,130.877,4
0.745,0.477,0.454,0.202,0.0,75,136.055,4
0.469,0.518,0.163,0.669,8.59e-06,39,59.381,4
0.633,0.559,0.473,0.338,0.0,65,114.983,4
0.54,0.222,0.28,0.88,0.000587,56,128.871,4
0.528,0.258,0.121,0.653,0.000106,10,121.328,4
0.761,0.153,0.332,0.893,0.0,42,112.783,4
0.345,0.215,0.189,0.77,0.045,37,88.336,4
0.797,0.429,0.67,0.153,0.182,25,129.982,4
0.521,0.566,0.387,0.212,0.0,49,87.753,4
0.689,0.412,0.537,0.488,0.00016,77,126.754,4
0.629,0.327,0.381,0.761,2.96e-05,74,74.953,4
0.684,0.512,0.354,0.401,0.0,59,127.908,4
0.499,0.16,0.103,0.899,3.8e-05,54,77.09,4
0.582,0.113,0.354,0.722,0.0,47,137.179,4
0.589,0.279,0.333,0.911,0.000128,66,115.656,4
0.377,0.426,0.103,0.801,0.0592,60,125.826,4
0.315,0.227,0.199,0.904,0.0,58,140.071,4
0.395,0.456,0.0608,0.432,0.0,64,103.85,4
0.642,0.527,0.566,0.808,4.28e-05,63,133.062,4
0.25,0.215,0.0746,0.632,0.0717,62,174.824,4
0.387,0.133,0.0498,0.947,0.0591,56,124.397,4
0.508,0.72,0.472,0.272,0.0,77,79.983,4
0.605,0.878,0.704,0.122,0.0,45,84.148,4
0.807,0.617,0.884,0.171,0.000255,16,131.071,4
0.743,0.753,0.741,0.00214,2.62e-06,17,120.029,4
0.546,0.686,0.764,0.0788,0.0,24,63.547,4
0.595,0.623,0.302,0.629,2.92e-06,36,144.073,4
0.549,0.467,0.484,0.638,0.0,35,117.405,4
0.67,0.72,0.441,0.0365,0.0,33,176.107,4
0.32,0.744,0.386,0.597,0.0,41,162.341,4
0.496,0.547,0.219,0.1,1.01e-05,18,139.994,4
0.745,0.753,0.589,0.223,0.0,57,144.057,4
0.208,0.572,0.144,0.251,1.1e-06,39,171.135,4
0.515,0.855,0.729,0.0555,4.53e-05,20,166.01,4
0.625,0.533,0.598,0.336,0.0,26,67.945,4
0.632,0.717,0.77,0.138,0.00149,52,153.942,4
0.799,0.606,0.846,0.0929,0.00116,28,90.108,4
0.525,0.476,0.37,0.0321,0.0,46,88.943,4
0.704,0.841,0.747,0.0228,0.000834,46,150.072,4
0.729,0.728,0.553,0.0275,1.97e-06,20,80.646,4
0.475,0.752,0.337,0.0269,0.0,32,160.05,4
0.241,0.445,0.205,0.694,0.0,54,78.448,4
0.626,0.849,0.483,0.00351,0.0,17,127.007,4
0.7,0.908,0.664,0.00547,1.17e-06,26,136.978,4
